run number	sum (time * BBCC rate)
23001034	77.4653
23001037	78.262
23001038	78.4013
23001040	78.8865
23001041	78.8865
23001043	78.8865
23001044	78.8865
23001045	78.9123
23001046	78.9364
23001047	79.0023
23001048	79.5514
23001049	80.0797
23001054	80.6981
23001056	81.0377
23001059	81.7224
23001061	82.0569
23001065	82.6439
23001066	83.1069
23001067	83.2909
23002001	83.292
23002002	83.5083
23002003	83.5556
23002004	83.589
23002011	84.0213
23002013	84.1564
23002015	84.2352
23002016	84.4376
23002019	84.5683
23002020	85.2784
23002022	85.4676
23002024	85.7476
23002025	85.911
23002026	86.0029
23002027	86.2417
23002029	86.5389
23002032	86.9641
23002036	87.9404
23002039	88.1166
23002040	88.4727
23002041	88.5478
23002042	88.6823
23002045	89.1697
23002046	89.9145
23002047	89.9341
23002048	90.0144
23002049	90.0609
23002050	90.0995
23002052	90.358
23002053	90.4924
23002054	90.7928
23002055	90.9722
23002056	91.1773
23002057	91.3038
23002062	91.7664
23002064	92.0933
23002065	92.0933
23002066	92.1157
23002067	92.1535
23002068	92.2657
23002069	92.3766
23002075	92.3766
23002076	92.3766
23002077	92.3766
23002078	92.3766
23002079	92.3766
23002080	92.3766
23002081	92.3766
23002083	92.3766
23002084	92.3766
23002085	92.4298
23002086	92.5433
23002090	92.8206
23002093	93.0553
23002094	93.0909
23003002	94.0637
23003003	94.1561
23003004	94.2397
23003006	94.4313
23003010	94.6868
23003015	95.1588
23003016	95.2473
23003017	95.627
23003018	95.7893
23003019	95.8612
23003020	96.1815
23003023	96.9464
23003024	97.8036
23003028	98.2225
23003031	99.1778
23003032	99.2329
23003033	99.3428
23003036	100.116
23003037	100.42
23003038	100.42
23003039	100.42
23003040	100.42
23003041	100.459
23003042	100.487
23003045	100.594
23003047	101.324
23003048	101.445
23003049	101.485
23003051	101.559
23003056	102.155
23003060	103.043
23003061	103.078
23003063	103.291
23003068	103.704
23003070	103.787
23004003	104.055
23004004	104.476
23004006	105.115
23004007	105.377
23004008	105.506
23004009	105.552
23004011	105.841
23004013	106.472
23004014	106.801
23004015	107.077
23004016	107.124
23004018	107.256
23004021	107.442
23004022	107.497
23004024	108.206
23004027	109.277
23004028	109.907
23004030	110.421
23004031	110.615
23004033	110.853
23004035	111.79
23004038	112.382
23004040	112.536
23004041	112.945
23004042	113.331
23004043	113.497
23004044	113.679
23004045	113.679
23004046	113.679
23004047	113.679
23004048	113.679
23004049	113.679
23004050	113.679
23004051	113.679
23004053	113.679
23004054	113.862
23004055	113.862
23004056	113.862
23004058	113.862
23004059	113.887
23004060	113.92
23004062	114.157
23004063	114.245
23004065	114.357
23004067	114.889
23004070	115.118
23004071	115.156
23004072	115.801
23004074	116.759
23004076	117.037
23004077	117.124
23004079	117.423
23004083	117.423
23005001	117.423
23005002	117.423
23005003	117.423
23005004	117.423
23005005	117.423
23005006	117.423
23005007	117.423
23005008	117.423
23005009	117.423
23005010	117.423
23005011	117.423
23005013	117.423
23005014	117.423
23005015	117.423
23005017	117.423
23005018	117.423
23005019	117.423
23005020	117.423
23005021	117.423
23005022	117.423
23005023	117.423
23005024	117.423
23005025	117.423
23005026	117.423
23005027	117.423
23005028	117.423
23005029	117.423
23005030	117.423
23005031	117.423
23005032	117.423
23005033	117.423
23005034	117.423
23005035	117.423
23005036	117.423
23005037	117.423
23005038	117.423
23005039	117.423
23005040	117.423
23005041	117.423
23005042	117.423
23005043	117.423
23005044	117.423
23005045	117.423
23005046	117.423
23005048	117.423
23005050	117.423
23005051	117.423
23005052	117.423
23005053	117.423
23005054	117.423
23005055	117.423
23005056	117.423
23005057	117.423
23005058	117.423
23005059	117.423
23005060	117.423
23005061	117.423
23005062	117.423
23005063	117.423
23005064	117.423
23005065	117.423
23005068	117.423
23005069	117.423
23005070	117.423
23005071	117.423
23005072	117.423
23005073	117.423
23005074	117.423
23005075	117.423
23005076	117.423
23005077	117.423
23006001	117.423
23006002	117.423
23006003	117.423
23006004	117.423
23006005	117.423
23006006	117.423
23006007	117.423
23006008	117.423
23006010	117.423
23006011	117.423
23006012	117.423
23006013	117.423
23006014	117.423
23006015	117.423
23006016	117.423
23006017	117.423
23006018	117.423
23006019	117.423
23006020	117.423
23006021	117.423
23006022	117.423
23006023	117.423
23006024	117.423
23006025	117.423
23006026	117.455
23006027	117.493
23006029	117.846
23006030	118.064
23006031	118.127
23006032	118.611
23006033	118.774
23007001	119.154
23007002	119.179
23007006	119.468
23007007	119.623
23007008	120.136
23007010	120.735
23007011	120.771
23007012	121.357
23007021	122.15
23007022	122.201
23007023	122.268
23007025	122.376
23007026	123.042
23007027	123.163
23007028	123.188
23007029	123.228
23007030	123.669
23007031	123.788
23007037	124.031
23007039	124.827
23007040	125.393
23007041	125.512
23007042	125.544
23007043	125.572
23007045	125.746
23007048	126.287
23007049	126.63
23007050	126.831
23007052	126.939
23007054	127.627
23007056	128.394
23007058	128.463
23007059	128.654
23007060	128.829
23007062	128.912
23007063	129.047
23007065	129.338
23007066	129.367
23007067	129.595
23007068	129.959
23007069	130.211
23007071	130.707
23007074	131.274
23007075	131.393
23007076	131.433
23007077	131.479
23007078	131.491
23007079	131.491
23007080	131.491
23007084	131.491
23007085	131.491
23007086	131.511
23007087	131.538
23007088	131.599
23007089	131.619
23007090	131.659
23007092	131.771
23007096	132.3
23007098	132.864
23007099	133.375
23007100	133.719
23007102	134.234
23007104	134.761
23007105	134.811
23007106	135.143
23007108	135.609
23007110	136.12
23008004	136.681
23008005	136.712
23008006	136.86
23008007	136.879
23008008	136.926
23008012	137.131
23008014	137.767
23008017	138.356
23008023	139.1
23008024	139.908
23008026	140.296
23008029	140.885
23008030	141.136
23008031	141.333
23008032	141.422
23008034	141.971
23008035	142.113
23008036	142.337
23008040	142.393
23008041	142.405
23008042	142.426
23008043	142.508
23008044	142.851
23008045	142.908
23008046	142.951
23008047	143.318
23008048	143.778
23008057	144.358
23008058	144.792
23008059	145.024
23008060	145.13
23008061	145.13
23008062	145.13
23008063	145.13
23008064	145.154
23008065	145.194
23008071	145.407
23008074	146.127
23008075	146.428
23008076	146.587
23008077	147.166
23008084	147.919
23008085	148.649
23008086	149.327
23009001	149.984
23009002	150.57
23009003	151.192
23009005	151.863
23009007	151.998
23009008	152.063
23009009	152.105
23009010	152.187
23009016	152.59
23009017	153.342
23009018	154.03
23009019	154.073
23009022	154.883
23009023	155.615
23009024	155.63
23009025	155.63
23009026	155.63
23009027	155.63
23009028	155.63
23009029	155.645
23009030	155.68
23009031	155.758
23009037	156.655
23009038	156.918
23009039	157.551
23009040	158.029
23009043	158.68
23009044	158.961
23009045	159.245
23009046	159.525
23009047	159.796
23009048	160.081
23009049	160.321
23009050	160.587
23009051	161.145
23009052	161.791
23009053	161.819
23009055	162.058
23009056	162.193
23009057	162.901
23009058	163.13
23009059	163.947
23009060	164.003
23009061	164.762
23009062	164.985
23009064	165.852
23010001	166.658
23010002	167.199
23010003	167.497
23010004	167.753
23010005	168.148
23010006	168.878
23010007	169.15
23010008	169.427
23010009	169.493
23010010	169.671
23010011	169.771
23010012	169.809
23010013	169.943
23010015	171.175
23010020	172.185
23010022	172.284
23010023	173.049
23010024	173.945
23010025	174.274
23010026	175.114
23010027	175.888
23010029	176.664
23010030	176.696
23010031	176.75
23010032	176.929
23010033	176.99
23010034	177.044
23010040	177.044
23010041	177.044
23010042	177.044
23010043	177.044
23010044	177.044
23010045	177.079
23010046	177.104
23010047	177.169
23010048	177.183
23010050	177.364
23010051	177.945
23010058	180.33
23010059	180.33
23010060	180.33
23010061	180.33
23010063	180.33
23011001	180.367
23011002	180.402
23011003	180.497
23011004	180.659
23011005	181.068
23011006	181.207
23011007	181.425
23011008	181.77
23011009	181.874
23011010	181.93
23011011	181.962
23011012	182.097
23011014	182.239
23011015	182.302
23011016	183.076
23011017	183.106
23011018	183.432
23011025	184.543
23011026	185.297
23011027	185.353
23011028	185.557
23011029	185.611
23011030	185.751
23011031	186.198
23011032	186.962
23011036	187.472
23011037	187.978
23011038	187.978
23011039	187.978
23011040	187.978
23011041	187.978
23011042	187.978
23011043	187.978
23011044	188.035
23011045	188.123
23011046	188.799
23011051	189.616
23011052	190.215
23011053	190.528
23011060	191.419
23011061	192.112
23011062	192.849
23011063	193.089
23011064	193.289
23011066	193.985
23011067	194.443
23011068	194.584
23011069	194.613
23011071	194.72
23011077	195.239
23011078	195.62
23012007	196.943
23012008	197.026
23012009	197.133
23012010	197.978
23012014	198.964
23012018	199.66
23012019	200.478
23012020	200.881
23012021	201.63
23012023	202.36
23012024	202.99
23012025	203.056
23012027	203.056
23012029	203.056
23012030	203.056
23012031	203.056
23012032	203.056
23012033	203.056
23012034	203.056
23012035	203.056
23012036	203.056
23012037	203.056
23012038	203.056
23012039	203.056
23012040	203.056
23012041	203.056
23012042	203.056
23012043	203.056
23012044	203.056
23012045	203.056
23012046	203.056
23012047	203.056
23012048	203.056
23012050	203.056
23012051	203.056
23012052	203.056
23012053	203.056
23012054	203.056
23012055	203.056
23012057	203.056
23012058	203.056
23012059	203.056
23012060	203.056
23012062	203.056
23012063	203.056
23012064	203.056
23012065	203.056
23012066	203.056
23012067	203.056
23012068	203.056
23012069	203.056
23012070	203.056
23012071	203.099
23012072	203.139
23012073	203.266
23012074	203.44
23012075	203.535
23012076	203.582
23012077	203.714
23012078	203.788
23012079	203.853
23012080	204.302
23012081	204.509
23012082	205.081
23012083	205.348
23012084	205.713
23012085	206.403
23013001	206.817
23013002	206.908
23013003	207.73
23013004	207.905
23013005	207.975
23013006	208.329
23013007	209.247
23013011	209.552
23013012	209.65
23013016	210.507
23013017	211.225
23013018	211.248
23013019	211.409
23013020	211.546
23013021	211.818
23013023	211.916
23013024	211.976
23013025	212.312
23013026	212.7
23013027	212.744
23013028	212.932
23013029	213.624
23013030	213.687
23013031	214.351
23013032	214.385
23013036	214.966
23013037	215.65
23013038	216.365
23013039	216.761
23013040	216.824
23013041	217.426
23013042	217.451
23013043	217.495
23013044	217.557
23013046	217.768
23013047	217.811
23013048	217.86
23013049	218.391
23013050	218.764
23013052	218.843
23013053	218.843
23013055	218.843
23013056	218.843
23013057	218.843
23013058	218.843
23013059	218.843
23013060	218.843
23013061	218.843
23013062	218.843
23013063	218.843
23013064	218.843
23013065	218.843
23013066	218.843
23013067	218.843
23013068	218.843
23013069	218.843
23013071	218.843
23013072	218.843
23013073	218.843
23013075	218.843
23013076	218.843
23013077	218.843
23013078	218.843
23013079	218.843
23013080	218.843
23013081	218.843
23013085	218.843
23013086	218.843
23013087	218.843
23013088	218.843
23013089	218.843
23013090	218.843
23013091	218.843
23013092	218.843
23013093	218.843
23013094	218.843
23013095	218.843
23013096	218.843
23013097	218.843
23013098	218.843
23013099	218.843
23013100	218.843
23013101	218.843
23013104	218.843
23014001	218.843
23014002	218.843
23014003	218.843
23014004	218.843
23014005	218.843
23014006	218.843
23014007	218.843
23014008	218.843
23014009	218.843
23014010	218.843
23014011	218.843
23014012	218.843
23014014	218.843
23014015	218.843
23014016	218.843
23014017	218.843
23014019	218.843
23014020	218.843
23014021	218.843
23014022	218.843
23014023	218.843
23014027	218.843
23014028	218.843
23014029	218.843
23014030	218.843
23014031	218.843
23014032	218.843
23014033	218.843
23014036	218.843
23014037	218.843
23014038	218.843
23014039	218.843
23014040	218.843
23014041	218.843
23014042	218.843
23014043	218.843
23014044	218.843
23014045	218.843
23014046	218.843
23014047	218.843
23014048	218.843
23014049	218.843
23014050	218.843
23014051	218.843
23014052	218.843
23014053	218.843
23014054	218.843
23014055	218.843
23014057	218.843
23014058	218.843
23014065	218.843
23014066	218.843
23014067	218.843
23014073	218.843
23014074	218.843
23014075	218.843
23014076	218.843
23014077	218.843
23014078	218.843
23014079	218.843
23014080	218.843
23014081	218.843
23014083	218.843
23014084	218.843
23014085	218.843
23014086	218.843
23014087	218.843
23015001	218.843
23015002	218.843
23015003	218.843
23015004	218.843
23015005	218.843
23015006	218.866
23015007	218.9
23015008	218.944
23015009	219.194
23015010	219.225
23015011	219.225
23015012	219.252
23015013	219.302
23015014	219.519
23015015	219.719
23015016	219.91
23015017	220.097
23015018	220.283
23015019	220.495
23015020	220.689
23015023	220.946
23015024	220.996
23015025	221.441
23015026	221.533
23015027	221.674
23015028	222.188
23015031	222.787
23015032	223.23
23015033	223.263
23015034	223.381
23015035	223.771
23015036	224.088
23015037	224.654
23015038	225.236
23015039	225.358
23015040	225.543
23015041	225.608
23015042	225.672
23015043	225.79
23015044	225.989
23015045	226.479
23015046	226.584
23015047	226.844
23015048	226.958
23016001	227.536
23016002	227.705
23016003	227.765
23016004	227.844
23016005	227.953
23016006	228.476
23016007	228.61
23016008	228.667
23016009	229.268
23016010	229.489
23016011	230.158
23016012	230.185
23016016	230.825
23016017	230.989
23016018	231.015
23016019	231.144
23016020	231.669
23016021	231.778
23016023	231.836
23016024	231.886
23016028	232.086
23016029	232.193
23016031	232.29
23016032	232.364
23016033	232.449
23016034	232.574
23016035	232.719
23016036	233.348
23016037	233.377
23016038	233.967
23016039	234.536
23016040	235.096
23016043	236.72
23016044	236.989
23016045	237.027
23016046	237.074
23016047	237.178
23016049	237.357
23016050	237.385
23016051	237.478
23016052	237.562
23016053	237.727
23016054	237.727
23016055	237.727
23016061	237.727
23016063	237.727
23016067	237.727
23016069	237.727
23016070	237.795
23016071	237.859
23016076	238.129
23016078	238.333
23016079	238.424
23016080	238.464
23016081	238.513
23016082	239.161
23016083	239.763
23016084	239.854
23016085	240.317
23016086	240.439
23016087	240.869
23016088	241.156
23016089	241.77
23016090	241.925
23016091	242.23
23016092	242.92
23016094	243.571
23016097	244.245
23016099	244.655
23016100	244.714
23016102	245.277
23016105	245.922
23016106	246.294
23016107	246.356
23017001	246.686
23017006	246.686
23017007	246.686
23017008	246.686
23017009	246.734
23017010	246.77
23017011	246.878
23017012	246.985
23017014	247.184
23017015	247.311
23017016	247.425
23017017	247.852
23017018	248.554
23017019	248.691
23017020	248.753
23017023	249.445
23017024	249.614
23017025	250.199
23017027	250.699
23017028	251.36
23017029	251.36
23017030	251.36
23017031	251.363
23017032	251.363
23017033	251.418
23017034	251.5
23017035	251.511
23017036	251.567
23017038	252.151
23017040	253.174
23017041	254.024
23017042	254.629
23017043	255.105
23017044	255.642
23017045	256.268
23017046	257.131
23017047	258.269
23017048	258.544
23017049	259.102
23017050	259.668
23017051	259.748
23017052	260.083
23017053	260.328
23017054	260.54
23017055	260.571
23017060	260.939
23018001	261.177
23018002	261.274
23018003	261.608
23018004	261.985
23018005	262.12
23018006	262.359
23018010	262.664
23018011	263.033
23018012	263.395
23018013	263.71
23018016	263.912
23018017	264.057
23018018	264.211
23018019	264.534
23018021	264.806
23018022	265.021
23018023	265.488
23018024	265.623
23018025	266.112
23018026	266.13
23018027	266.666
23018028	267.23
23018029	267.893
23018030	268.184
23018031	268.229
23018033	268.816
23018034	268.877
23018035	269.434
23018036	269.56
23018037	269.56
23018038	269.56
23018039	269.56
23018040	269.87
23018041	270.65
23018042	270.944
23018043	270.944
23018044	270.944
23018045	270.944
23018046	270.944
23018048	270.944
23018051	270.963
23018052	270.967
23018053	270.985
23018054	270.997
23018055	271.018
23018057	271.586
23018060	275.342
23018061	275.342
23018062	275.342
23018063	275.363
23018064	275.386
23018065	275.51
23019001	275.932
23019002	276.006
23019004	276.122
23019005	276.48
23019006	276.903
23019007	276.944
23019008	276.971
23019009	277.052
23019010	277.079
23019011	277.147
23019012	277.538
23019013	277.974
23019014	278.373
23019015	278.615
23019016	278.658
23019017	278.7
23019018	278.764
23019019	279.25
23019020	279.529
23019021	279.959
23019022	280.412
23019023	280.512
23019024	280.951
23019025	281.38
23019026	281.875
23019027	282.142
23019028	282.154
23019029	282.154
23019030	282.154
23019031	282.154
23019032	282.154
23019033	282.154
23019034	282.154
23019035	282.154
23019036	282.154
23019037	282.154
23019038	282.154
23019039	282.154
23019041	282.154
23019042	282.154
23019043	282.154
23019044	282.154
23019045	282.154
23019046	282.154
23019048	282.154
23019049	282.154
23019050	282.154
23019051	282.154
23019052	282.154
23019053	282.154
23019054	282.154
23019055	282.168
23019057	282.392
23019058	282.469
23019059	282.542
23019060	282.669
23019061	282.736
23019062	282.802
23019063	283.064
23019064	283.124
23019065	283.184
23019066	283.342
23019067	283.396
23019068	283.449
23019069	283.603
23019070	283.658
23019071	283.715
23020001	283.833
23020002	283.858
23020005	284.143
23020006	284.443
23020009	284.628
23020010	285.111
23020011	285.594
23020012	286.07
23020013	286.612
23020016	287.143
23020017	287.625
23020018	288.105
23020019	288.568
23020020	289.01
23020021	289.244
23020022	289.722
23020023	289.946
23020024	290.416
23020025	291.026
23020026	291.026
23020027	291.026
23020028	291.026
23020029	291.051
23020030	291.078
23020031	291.681
23020032	292.284
23020038	293.067
23020039	293.517
23020040	294.029
23020041	294.602
23020042	295.153
23020043	295.874
23020044	296.377
23020045	297.155
23020046	297.427
23020047	298.172
23020048	298.599
23020050	298.985
23020051	299.229
23020053	299.229
23020054	299.255
23020055	299.417
23020056	299.979
23020063	301.084
23020064	301.219
23020065	301.771
23020066	302.44
23020067	302.99
23020068	303.547
23021001	304.022
23021002	304.508
23021003	304.982
23021004	305.012
23021005	305.319
23021006	305.4
23021007	305.4
23021008	305.4
23021009	305.4
23021010	305.4
23021011	305.4
23021012	305.4
23021013	305.4
23021014	305.4
23021015	305.4
23021016	305.4
23021017	305.4
23021018	305.4
23021028	305.4
23021029	305.4
23021030	305.4
23021031	305.4
23021032	305.4
23021033	305.4
23021034	305.4
23021035	305.4
23021036	305.4
23021037	305.4
23021038	305.4
23021039	305.4
23021040	305.4
23021041	305.4
23021042	305.4
23021043	305.4
23021044	305.4
23022001	305.4
23022002	305.43
23022003	305.506
23022004	305.552
23022007	306.113
23022008	306.546
23022009	306.978
23022010	307.405
23022011	307.814
23022012	308.185
23022013	308.64
23022014	309.054
23022017	309.508
23022018	309.935
23022019	310.368
23022020	310.771
23022021	311.157
23022022	311.502
23022023	311.646
23022024	311.772
23022025	311.772
23022026	311.772
23022027	311.772
23022028	311.772
23022029	311.772
23022030	311.804
23022031	312.356
23022032	312.905
23022033	313.151
23022038	313.616
23022043	314.49
23022044	314.991
23022045	315.472
23022047	316.015
23022048	316.509
23022049	316.786
23022050	317.066
23022053	317.78
23022054	318.215
23022056	318.402
23022060	318.88
23022061	319.212
23022062	319.395
23022065	319.461
23022066	319.516
23022067	320.027
23022068	320.553
23023001	321.062
23023002	321.564
23023005	322.136
23023006	322.213
23023007	322.534
23023008	323.042
23023009	323.56
23023010	324.05
23023011	324.089
23023012	324.575
23023013	325.288
23023014	325.758
23023015	326.2
23023016	326.635
23023017	326.76
23023018	326.843
23023020	326.926
23023021	327.01
23023022	327.029
23023023	327.139
23023024	327.195
23023025	327.801
23023028	328.452
23023029	328.539
23023030	328.971
23023031	329.159
23023032	329.159
23023033	329.159
23023034	329.251
23023035	329.379
23023037	330.106
23023038	330.225
23023039	330.295
23023041	330.368
23023042	330.787
23023043	330.918
23023044	330.962
23023045	331.265
23023048	331.85
23023052	332.446
23023053	332.722
23023054	333.264
23023055	333.793
23023056	334.069
23023057	334.285
23023058	334.613
23023059	335.13
23023060	335.401
23023061	335.916
23023062	336.353
23023063	336.512
23023065	336.512
23023067	336.512
23023068	336.512
23024001	336.512
23024002	336.544
23024003	336.591
23024004	337.224
23024005	337.243
23024011	337.929
23024012	338.475
23024013	339.03
23024015	339.164
23024016	339.684
23024017	339.825
23024020	340.162
23024021	340.241
23024022	340.362
23024023	340.509
23024024	340.723
23024025	341.26
23024026	341.815
23024027	341.879
23024028	342.062
23024029	342.29
23024030	342.779
23024031	343.355
23024034	343.852
23024035	344.467
23024036	344.598
23024037	344.598
23024038	344.598
23024040	344.598
23024041	344.598
23024042	344.598
23024043	344.598
23024044	344.737
23024045	345.413
23024046	345.566
23024047	345.77
23024048	346.29
23024049	346.853
23024051	347.181
23024052	347.79
23024053	347.908
23024054	347.939
23024055	347.978
23024056	348.283
23024057	348.325
23024058	348.527
23024059	348.835
23024060	348.901
23024063	349.123
23024064	349.67
23024065	350.251
23024066	350.764
23024067	351.259
23024068	351.713
23024069	352.023
23024072	352.357
23024073	352.463
23024075	352.535
23024076	352.561
23024077	353.233
23024078	353.794
23024079	354.353
23024080	354.501
23025001	355.023
23025002	355.573
23025003	355.87
23025004	356.471
23025005	357.234
23025006	357.394
23025007	357.918
23025008	358.383
23025010	358.536
23025011	358.569
23025012	358.729
23025013	358.857
23025021	359.6
23025022	360.135
23025023	360.519
23025024	360.765
23025025	360.791
23025026	360.917
23025027	361.602
23025028	362.139
23025029	362.668
23025030	363.204
23025031	363.696
23025032	363.881
23025033	364.416
23025034	365.035
23025035	365.532
23025036	366.119
23025037	366.953
23025038	367.159
23025039	367.356
23025040	367.766
23025041	368.028
23025042	368.092
23025043	368.134
23025044	368.176
23025045	368.239
23025046	368.33
23025047	368.484
23025048	368.484
23025049	368.484
23025050	368.484
23025051	368.484
23025052	368.507
23025053	368.774
23025054	369.354
23025055	369.845
23025056	370.348
23025057	370.781
23025058	371.284
23025059	371.699
23025060	372.26
23025061	372.833
23025064	372.882
23025065	373.311
23025066	373.773
23026001	374.282
23026002	374.482
23026003	374.803
23026004	374.991
23026005	375.498
23026006	375.952
23026007	376.075
23026011	376.298
23026012	376.298
23026013	376.298
23026014	376.334
23026015	376.474
23026016	376.892
23026017	376.952
23026018	376.997
23026019	377.457
23026020	377.987
23026021	378.503
23026023	379.074
23026024	379.446
23026025	379.446
23026026	379.446
23026027	379.446
23026028	379.446
23026029	379.446
23026030	379.446
23026031	379.446
23026032	379.446
23026033	379.446
23026034	379.446
23026035	379.446
23026036	379.446
23026037	379.446
23026038	379.446
23026039	379.446
23026040	379.446
23026041	379.446
23026042	379.446
23026043	379.446
23026044	379.446
23026045	379.446
23026046	379.446
23026047	379.446
23026048	379.446
23026049	379.446
23026050	379.446
23026051	379.446
23026052	379.446
23026054	379.446
23026055	379.446
23026056	379.525
23026057	380.017
23026058	380.455
23026059	380.858
23026060	381.049
23026061	381.049
23026062	381.065
23026063	381.577
23027001	382.048
23027002	382.569
23027003	382.784
23027004	383.39
23027005	383.436
23027006	383.535
23027007	384.061
23027008	384.623
23027009	385.124
23027010	385.546
23027011	386.022
23027012	386.548
23027013	386.808
23027014	387.253
23027015	387.713
23027017	388.185
23027018	388.585
23027019	388.585
23027020	388.585
23027021	388.585
23027022	388.585
23027023	388.585
23027024	388.585
23027025	388.585
23027026	388.585
23027027	388.585
23027028	388.585
23027029	388.585
23027030	388.585
23027031	388.585
23027032	388.585
23027033	388.585
23027034	388.585
23027035	388.585
23027036	388.585
23027037	388.585
23027038	388.585
23027039	388.585
23027040	388.585
23027041	388.634
23027042	388.707
23027043	388.829
23027044	388.91
23027045	388.991
23027046	389.082
23027047	389.165
23027048	389.418
23027049	389.475
23028001	389.82
23028002	389.886
23028003	390.08
23028004	390.693
23028005	391.374
23028006	391.469
23028007	391.512
23028008	392.056
23028009	392.57
23028010	392.848
23028011	393.351
23028013	393.967
23028014	394.48
23028015	394.931
23028016	394.954
23028017	395.581
23028018	396.115
23028019	396.555
23028020	396.974
23028021	397.401
23028022	397.681
23028023	398.296
23028024	398.44
23028025	398.577
23028026	398.606
23028027	398.636
23028029	398.636
23028030	398.636
23028031	398.636
23028032	398.636
23028033	398.636
23028034	398.636
23028035	398.696
23028036	399.324
23028037	399.351
23028038	399.763
23028039	400.309
23028040	400.832
23028041	401.336
23028042	401.829
23028043	402.431
23028044	402.693
23028045	403.211
23028046	403.769
23028047	404.252
23028048	404.781
23028049	405.207
23028050	405.589
23028055	406.31
23028057	406.384
23028058	406.48
23028059	406.605
23028060	407.014
23028061	407.051
23028062	407.051
23028063	407.051
23028064	407.051
23028066	407.105
23028067	407.607
23028068	408.022
23029001	408.441
23029002	408.981
23029003	409.403
23029004	409.757
23029005	410.261
23029006	410.738
23029007	411.183
23029008	411.605
23029012	412.147
23029013	412.261
23029014	412.314
23029015	412.353
23029016	412.353
23029017	412.353
23029018	412.353
23029019	412.353
23029020	412.353
23029021	412.353
23029022	412.414
23029023	412.43
23029024	412.965
23029026	413.334
23029027	413.842
23029028	414.29
23029029	414.837
23029030	415.235
23029031	415.704
23029032	416.273
23029033	416.87
23029034	417.307
23029035	417.728
23029036	418.135
23029037	418.544
23029038	418.96
23029039	419.07
23029040	419.222
23029041	419.311
23029042	419.311
23029043	419.311
23029044	419.311
23029045	419.311
23029046	419.311
23029047	419.331
23029048	419.363
23029049	420.003
23029050	420.486
23029051	420.881
23029052	421.203
23029053	421.641
23029054	422.104
23029055	422.526
23029056	422.983
23029057	423.368
23029058	423.403
23029059	423.815
23029060	424.012
23029061	424.103
23030001	424.103
23030002	424.128
23030003	424.212
23030004	424.784
23030005	425.439
23030006	426.023
23030007	426.598
23030009	427.245
23030010	427.568
23030011	428.199
23030012	428.768
23030014	429.358
23030015	429.895
23030016	430.482
23030018	430.814
23030019	431.356
23030020	431.865
23030021	432.253
23030023	432.784
23030024	432.917
23030025	432.952
23030026	432.952
23030027	432.952
23030028	432.952
23030029	432.952
23030030	432.952
23030031	432.952
23030032	433.011
23030033	433.675
23030034	434.309
23030035	434.848
23030036	434.985
23030037	435.568
23030038	436.108
23030039	436.426
23030040	436.557
23030041	437.174
23030042	437.965
23030043	438.597
23030044	439.273
23030045	439.642
23030046	440.21
23030047	440.849
23030048	440.91
23030050	441.246
23030051	441.285
23030052	441.355
23030055	441.355
23030056	441.355
23030057	441.355
23030058	441.355
23030059	441.363
23030061	441.423
23030063	442.015
23030064	442.534
23030065	442.583
23031001	443.104
23031002	443.714
23031003	444.278
23031004	444.893
23031005	445.515
23031006	446.113
23031007	446.672
23031008	447.264
23031009	447.485
23031010	447.853
23031011	448.035
23031012	448.165
23031013	448.711
23031014	449.264
23031015	449.783
23031016	449.962
23031017	450.362
23031018	450.362
23031019	450.362
23031020	450.362
23031021	450.362
23031022	450.362
23031023	450.362
23031024	450.362
23031025	450.362
23031026	450.362
23031027	450.362
23031028	450.362
23031029	450.362
23031030	450.362
23031031	450.362
23031032	450.362
23031033	450.362
23031034	450.362
23031035	450.362
23031036	450.362
23031037	450.38
23031038	450.721
23031039	451.289
23031040	451.84
23031041	452.376
23031042	452.805
23031043	453.312
23031044	453.866
23031045	454.409
23032001	454.957
23032002	454.992
23032003	455.035
23032004	455.24
23032005	455.773
23032006	456.287
23032007	456.759
23032008	457.269
23032009	457.763
23032010	458.251
23032011	458.564
23032012	458.625
23032013	458.625
23032014	458.625
23032015	458.714
23032016	458.941
23032017	459.602
23032018	460.228
23032019	460.806
23032020	461.512
23032021	461.796
23032022	462.202
23032023	462.799
23032024	463.48
23032025	464.155
23032029	464.489
23032030	465.138
23032031	465.361
23032032	465.923
23032033	466.51
23032034	467.035
23032035	467.293
23032036	467.377
23032037	467.377
23032038	467.377
23032039	467.377
23032040	467.377
23032041	467.447
23032042	468.073
23032043	468.39
23032044	469.064
23032045	469.686
23032053	470.683
23032054	470.711
23032055	470.921
23032058	471.003
23032059	471.297
23032060	471.428
23032061	471.468
23032062	471.508
23032063	471.558
23032064	471.588
23032065	471.667
23032066	471.924
23032067	471.954
23032068	471.983
23032069	472.003
23032070	472.032
23032071	472.051
23032072	472.071
23032073	472.09
23032074	472.12
23032075	472.149
23032076	472.168
23032078	472.236
23032079	472.324
23032080	472.343
23032084	472.517
23032085	473.107
23032086	473.686
23032087	473.889
23032088	474.407
23032089	474.72
23032090	475.267
23032091	475.805
23032092	476.019
23032093	476.502
23032094	476.603
23032095	476.888
23033001	477.41
23033002	477.964
23033003	478.469
23033009	479.007
23033010	479.14
23033011	479.629
23033012	479.659
23033013	479.821
23033015	479.951
23033016	479.951
23033017	479.951
23033018	479.951
23033019	479.951
23033020	479.951
