run number	sum (time * BBCC rate)
22365067	64.9957
22365068	65.0819
22365070	65.7164
22365083	66.4889
22365091	67.348
22365097	67.9391
22365099	68.0768
22365101	68.3822
22365103	68.7544
22365105	68.964
22365106	69.1594
22365109	69.2284
22365111	69.7058
22365117	69.9312
22365118	70.0282
22365119	70.0584
22365120	70.0887
22365123	70.2213
22365124	70.3175
22365125	70.4553
22365131	70.6878
22365132	70.7115
22365133	70.9534
22365134	71.0387
23001001	71.0816
23001002	71.1825
23001004	71.9874
23001005	72.1549
23001007	72.9351
23001009	73.2628
23001011	73.4735
23001012	74.219
23001015	74.7924
23001019	74.8608
23001020	74.8917
23001021	74.9763
23001025	75.7802
23001028	76.473
23001030	77.1363
