run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23079017 EN023_r02c02_Dep00Ch00_F20/0/00/3    59.91     0.71    1008.32     0.70    20.87  -0.0289   0   Good 
23079017 EN024_r02c03_Dep00Ch01_F20/0/01/2    41.26     0.70    1007.57     0.70    20.35  -0.0294   0   Good 
23079017 EN025_r02c04_Dep00Ch02_F20/0/01/3    60.85     0.71    1137.98     0.75    22.52  -0.0241   0   Good 
23079017 EN026_r02c05_Dep00Ch03_F20/0/02/2    46.81     0.72    1216.89     0.78    23.34  -0.0219   0   Good 
23079017 EN045_r03c02_Dep00Ch04_F00/0/00/1    96.02     0.71     965.76     0.71    20.64  -0.0304   0   Good 
23079017 EN046_r03c03_Dep00Ch05_F00/0/01/0    54.93     0.68    1090.74     0.65    20.47  -0.0271   0   Good 
23079017 EN047_r03c04_Dep00Ch06_F00/0/01/1    62.04     0.74    1052.67     0.70    21.31  -0.0273   0   Good 
23079017 EN048_r03c05_Dep00Ch07_F00/0/02/0    69.57     0.68    1130.35     0.77    22.74  -0.0241   0   Good 
23079017 EN067_r04c02_Dep00Ch08_F00/0/00/3    90.19     0.67     962.65     0.77    20.46  -0.0307   0   Good 
23079017 EN068_r04c03_Dep00Ch09_F00/0/01/2    69.17     0.70    1135.91     0.79    22.69  -0.0240   0   Good 
23079017 EN069_r04c04_Dep00Ch10_F00/0/01/3    57.76     0.68    1312.96     0.95    25.08  -0.0190   0   Good 
23079017 EN070_r04c05_Dep00Ch11_F00/0/02/2    85.86     0.70    1132.19     0.89    23.26  -0.0236   0   Good 
23079017 EN089_r05c02_Dep00Ch12_F01/0/00/1    63.63     0.74    1212.16     0.82    23.48  -0.0219   0   Good 
23079017 EN090_r05c03_Dep00Ch13_F01/0/01/0    57.95     0.71     906.17     0.67    20.01  -0.0331   0   Good 
23079017 EN091_r05c04_Dep00Ch14_F01/0/01/1    63.36     0.73    1031.08     0.70    20.73  -0.0284   0   Good 
23079017 EN092_r05c05_Dep00Ch15_F01/0/02/0    58.55     0.72    1124.62     0.82    23.09  -0.0239   0   Good 
