run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22357032 EN023_r02c02_Dep00Ch00_F20/0/00/3    56.66     0.62     233.41     0.30     9.51  -0.1735   0   Good 
22357032 EN024_r02c03_Dep00Ch01_F20/0/01/2    37.23     0.64     228.22     0.30     9.45  -0.1777   0   Good 
22357032 EN025_r02c04_Dep00Ch02_F20/0/01/3    57.89     0.63     260.85     0.30     9.51  -0.1552   0   Good 
22357032 EN026_r02c05_Dep00Ch03_F20/0/02/2    43.45     0.65     285.41     0.32    10.26  -0.1392   0   Good 
22357032 EN045_r03c02_Dep00Ch04_F00/0/00/1    92.17     0.62     227.90     0.30     9.53  -0.1776   0   Good 
22357032 EN046_r03c03_Dep00Ch05_F00/0/01/0    51.13     0.63     253.32     0.29     9.20  -0.1611   0   Good 
22357032 EN047_r03c04_Dep00Ch06_F00/0/01/1    59.04     0.65     245.67     0.30     9.54  -0.1647   0   Good 
22357032 EN048_r03c05_Dep00Ch07_F00/0/02/0    66.59     0.62     263.63     0.31     9.74  -0.1527   0   Good 
22357032 EN067_r04c02_Dep00Ch08_F00/0/00/3    86.79     0.62     224.17     0.29     9.12  -0.1824   0   Good 
22357032 EN068_r04c03_Dep00Ch09_F00/0/01/2    65.14     0.64     269.25     0.31    10.10  -0.1482   0   Good 
22357032 EN069_r04c04_Dep00Ch10_F00/0/01/3    54.03     0.64     308.38     0.32    10.21  -0.1290   0   Good 
22357032 EN070_r04c05_Dep00Ch11_F00/0/02/2    82.34     0.65     266.29     0.31     9.90  -0.1506   0   Good 
22357032 EN089_r05c02_Dep00Ch12_F01/0/00/1    58.04     0.64     285.02     0.32    10.27  -0.1394   0   Good 
22357032 EN090_r05c03_Dep00Ch13_F01/0/01/0    53.57     0.66     206.14     0.29     9.12  -0.1983   0   Good 
22357032 EN091_r05c04_Dep00Ch14_F01/0/01/1    59.40     0.67     239.91     0.28     9.01  -0.1709   0   Good 
22357032 EN092_r05c05_Dep00Ch15_F01/0/02/0    54.98     0.64     266.62     0.31     9.92  -0.1503   0   Good 
22357032 EN111_r06c02_Dep00Ch16_F01/0/00/3    82.12     0.63     276.37     0.32    10.34  -0.1435   0   Good 
22357032 EN112_r06c03_Dep00Ch17_F01/0/01/2    48.00     0.63     215.70     0.28     8.98  -0.1902   0   Good 
22357032 EN113_r06c04_Dep00Ch18_F01/0/01/3    78.00     0.66     207.81     0.28     8.81  -0.1982   0   Good 
22357032 EN114_r06c05_Dep00Ch19_F01/0/02/2    45.02     0.61     280.38     0.32    10.11  -0.1423   0   Good 
22357032 EN133_r07c02_Dep00Ch20_F22/0/00/1    48.61     0.65     220.51     0.29     9.20  -0.1850   0   Good 
22357032 EN134_r07c03_Dep00Ch21_F22/0/01/0    76.28     0.63     169.85     0.26     8.22  -0.2460   0   Good 
22357032 EN135_r07c04_Dep00Ch22_F22/0/01/1    56.76     0.64     193.43     0.26     8.41  -0.2150   0   Good 
22357032 EN136_r07c05_Dep00Ch23_F22/0/02/0    48.82     0.66     228.92     0.29     9.28  -0.1779   0   Good 
22357032 EN155_r08c02_Dep00Ch24_F22/0/00/3    66.47     0.61     178.55     0.27     8.25  -0.2338   0   Good 
22357032 EN156_r08c03_Dep00Ch25_F22/0/01/2    59.19     0.65     164.46     0.26     8.15  -0.2545   0   Good 
22357032 EN157_r08c04_Dep00Ch26_F22/0/01/3    56.45     0.63     182.07     0.26     8.38  -0.2286   0   Good 
22357032 EN158_r08c05_Dep00Ch27_F22/0/02/2    37.60     0.65     240.83     0.29     9.15  -0.1696   0   Good 
22357032 EN177_r09c02_Dep00Ch28_F05/0/00/1    80.30     0.64     154.39     0.23     7.84  -0.2731   0   Good 
22357032 EN178_r09c03_Dep00Ch29_F05/0/01/0    57.38     0.67     184.71     0.27     8.48  -0.2248   0   Good 
22357032 EN179_r09c04_Dep00Ch30_F05/0/01/1    86.47     0.63     227.13     0.29     9.06  -0.1803   0   Good 
22357032 EN180_r09c05_Dep00Ch31_F05/0/02/0    71.00     0.65     228.07     0.27     8.79  -0.1807   0   Good 
22357032 EN027_r02c06_Dep01Ch00_F20/0/02/3    81.20     0.63     221.19     0.30     9.37  -0.1837   0   Good 
22357032 EN028_r02c07_Dep01Ch01_F20/0/03/2    68.46     0.63     181.06     0.30     8.81  -0.2275   0   Good 
22357032 EN029_r02c08_Dep01Ch02_F20/0/03/3    90.96     0.62     204.22     0.27     8.54  -0.2030   0   Good 
22357032 EN030_r02c09_Dep01Ch03_F20/0/04/2    50.34     0.62     225.40     0.28     8.99  -0.1819   0   Good 
22357032 EN049_r03c06_Dep01Ch04_F00/0/02/1    51.74     0.61     270.50     0.31     9.87  -0.1483   0   Good 
22357032 EN050_r03c07_Dep01Ch05_F00/0/03/0    91.99     0.59     190.00     0.27     8.19  -0.2200   0   Good 
22357032 EN051_r03c08_Dep01Ch06_F00/0/03/1    69.25     0.64     201.61     0.28     8.94  -0.2036   0   Good 
22357032 EN052_r03c09_Dep01Ch07_F00/0/04/0    77.30     0.62     218.78     0.29     9.24  -0.1863   0   Good 
22357032 EN071_r04c06_Dep01Ch08_F00/0/02/3   110.60     0.60     237.62     0.29     9.26  -0.1714   0   Good 
22357032 EN072_r04c07_Dep01Ch09_F00/0/03/2    92.35     0.62     204.61     0.28     8.84  -0.2012   0   Good 
22357032 EN073_r04c08_Dep01Ch10_F00/0/03/3    71.23     0.63     217.62     0.28     8.77  -0.1894   0   Good 
22357032 EN074_r04c09_Dep01Ch11_F00/0/04/2    69.02     0.63     207.49     0.28     8.88  -0.1982   0   Good 
22357032 EN093_r05c06_Dep01Ch12_F01/0/02/1    60.39     0.63     253.95     0.30     9.59  -0.1591   0   Good 
22357032 EN094_r05c07_Dep01Ch13_F01/0/03/0    76.49     0.61     155.60     0.25     8.23  -0.2685   0   Good 
22357032 EN095_r05c08_Dep01Ch14_F01/0/03/1    61.48     0.65     170.65     0.28     8.64  -0.2424   0   Good 
22357032 EN096_r05c09_Dep01Ch15_F01/0/04/0    70.91     0.63     213.16     0.28     8.85  -0.1931   0   Good 
22357032 EN115_r06c06_Dep01Ch16_F01/0/02/3    76.92     0.62     244.09     0.30     9.43  -0.1662   0   Good 
22357032 EN116_r06c07_Dep01Ch17_F01/0/03/2    52.83     0.65     168.34     0.24     8.13  -0.2487   0   Good 
22357032 EN117_r06c08_Dep01Ch18_F01/0/03/3    74.20     0.65     214.38     0.29     9.08  -0.1909   0   Good 
22357032 EN118_r06c09_Dep01Ch19_F01/0/04/2    36.74     0.64     228.99     0.29     9.28  -0.1778   0   Good 
22357032 EN137_r07c06_Dep01Ch20_F22/0/02/1    68.06     0.63     232.67     0.29     9.26  -0.1751   0   Good 
22357032 EN138_r07c07_Dep01Ch21_F22/0/03/0    72.83     0.61     239.56     0.30     9.39  -0.1695   0   Good 
22357032 EN139_r07c08_Dep01Ch22_F22/0/03/1    51.52     0.64     308.34     0.34    10.92  -0.1268   0   Good 
