run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23020027 EN023_r02c02_Dep00Ch00_F20/0/00/3    57.52     0.57    1001.11     0.73    21.75  -0.0282   0   Good 
23020027 EN024_r02c03_Dep00Ch01_F20/0/01/2    38.52     0.64     980.87     0.77    21.59  -0.0290   0   Good 
23020027 EN025_r02c04_Dep00Ch02_F20/0/01/3    59.68     0.62    1113.91     0.82    23.60  -0.0237   0   Good 
23020027 EN026_r02c05_Dep00Ch03_F20/0/02/2    44.67     0.64    1212.96     0.95    23.78  -0.0216   0   Good 
23020027 EN045_r03c02_Dep00Ch04_F00/0/00/1    93.35     0.63     949.35     0.82    21.61  -0.0299   0   Good 
23020027 EN046_r03c03_Dep00Ch05_F00/0/01/0    52.74     0.63    1062.89     0.77    21.27  -0.0270   0   Good 
23020027 EN047_r03c04_Dep00Ch06_F00/0/01/1    60.46     0.65    1022.77     0.74    21.47  -0.0279   0   Good 
23020027 EN048_r03c05_Dep00Ch07_F00/0/02/0    66.99     0.60    1106.98     0.86    22.92  -0.0245   0   Good 
23020027 EN067_r04c02_Dep00Ch08_F00/0/00/3    85.73     0.65     946.37     0.70    20.66  -0.0310   0   Good 
23020027 EN068_r04c03_Dep00Ch09_F00/0/01/2    66.34     0.65    1119.12     0.85    23.80  -0.0234   0   Good 
23020027 EN069_r04c04_Dep00Ch10_F00/0/01/3    54.98     0.63    1278.73     0.87    24.52  -0.0199   0   Good 
23020027 EN070_r04c05_Dep00Ch11_F00/0/02/2    83.44     0.65    1106.88     0.87    23.36  -0.0241   0   Good 
23020027 EN089_r05c02_Dep00Ch12_F01/0/00/1    59.89     0.66    1191.22     0.80    23.40  -0.0223   0   Good 
23020027 EN090_r05c03_Dep00Ch13_F01/0/01/0    55.12     0.64     876.59     0.70    20.21  -0.0340   0   Good 
23020027 EN091_r05c04_Dep00Ch14_F01/0/01/1    60.92     0.71    1016.57     0.73    20.65  -0.0289   0   Good 
23020027 EN092_r05c05_Dep00Ch15_F01/0/02/0    55.99     0.63    1112.48     0.86    23.28  -0.0240   0   Good 
23020027 EN111_r06c02_Dep00Ch16_F01/0/00/3    83.73     0.67    1142.88     0.97    26.61  -0.0205   0   Good 
23020027 EN112_r06c03_Dep00Ch17_F01/0/01/2    50.39     0.65     921.24     0.83    20.82  -0.0317   0   Good 
23020027 EN113_r06c04_Dep00Ch18_F01/0/01/3    77.84     0.67     882.59     0.66    19.48  -0.0346   0   Good 
23020027 EN114_r06c05_Dep00Ch19_F01/0/02/2    46.04     0.63    1165.65     0.80    22.56  -0.0235   0   Good 
23020027 EN133_r07c02_Dep00Ch20_F22/0/00/1    49.97     0.67     910.86     0.79    22.55  -0.0301   0   Good 
23020027 EN134_r07c03_Dep00Ch21_F22/0/01/0    77.60     0.65     711.22     0.54    16.54  -0.0471   0   Good 
23020027 EN135_r07c04_Dep00Ch22_F22/0/01/1    58.33     0.65     813.94     0.62    18.50  -0.0387   0   Good 
23020027 EN136_r07c05_Dep00Ch23_F22/0/02/0    50.38     0.65     955.28     0.75    21.75  -0.0296   0   Good 
23020027 EN155_r08c02_Dep00Ch24_F22/0/00/3    67.47     0.63     743.30     0.60    18.17  -0.0428   0   Good 
23020027 EN156_r08c03_Dep00Ch25_F22/0/01/2    60.57     0.66     688.99     0.58    16.66  -0.0484   0   Good 
23020027 EN157_r08c04_Dep00Ch26_F22/0/01/3    58.04     0.64     764.04     0.54    17.04  -0.0431   0   Good 
23020027 EN158_r08c05_Dep00Ch27_F22/0/02/2    38.61     0.68    1013.05     0.70    19.61  -0.0300   0   Good 
23020027 EN177_r09c02_Dep00Ch28_F05/0/00/1    81.88     0.65     630.90     0.51    15.30  -0.0550   0   Good 
23020027 EN178_r09c03_Dep00Ch29_F05/0/01/0    58.74     0.68     778.87     0.59    17.22  -0.0421   0   Good 
23020027 EN179_r09c04_Dep00Ch30_F05/0/01/1    88.18     0.67     954.09     0.64    18.85  -0.0326   0   Good 
23020027 EN180_r09c05_Dep00Ch31_F05/0/02/0    72.89     0.65     961.99     0.62    18.42  -0.0328   0   Good 
23020027 EN027_r02c06_Dep01Ch00_F20/0/02/3    81.94     0.64     933.72     0.82    21.88  -0.0301   0   Good 
23020027 EN028_r02c07_Dep01Ch01_F20/0/03/2    68.84     0.64     777.70     0.68    19.13  -0.0397   0   Good 
23020027 EN029_r02c08_Dep01Ch02_F20/0/03/3    91.15     0.63     880.20     0.67    19.50  -0.0346   0   Good 
23020027 EN030_r02c09_Dep01Ch03_F20/0/04/2    48.07     0.63     991.57     0.76    20.93  -0.0293   0   Good 
23020027 EN049_r03c06_Dep01Ch04_F00/0/02/1    51.39     0.62    1119.73     1.05    25.98  -0.0215   0   Good 
23020027 EN050_r03c07_Dep01Ch05_F00/0/03/0    92.20     0.63     806.47     0.77    20.82  -0.0362   0   Good 
23020027 EN051_r03c08_Dep01Ch06_F00/0/03/1    69.75     0.61     865.97     0.77    21.50  -0.0329   0   Good 
23020027 EN052_r03c09_Dep01Ch07_F00/0/04/0    77.30     0.63     937.21     0.77    21.02  -0.0309   0   Good 
23020027 EN071_r04c06_Dep01Ch08_F00/0/02/3   113.29     0.63     985.51     0.77    21.81  -0.0286   0   Good 
23020027 EN072_r04c07_Dep01Ch09_F00/0/03/2    92.21     0.62     867.30     0.80    21.22  -0.0332   0   Good 
23020027 EN073_r04c08_Dep01Ch10_F00/0/03/3    71.35     0.62     921.87     0.79    21.67  -0.0307   0   Good 
23020027 EN074_r04c09_Dep01Ch11_F00/0/04/2    72.44     0.63     887.86     0.75    20.75  -0.0329   0   Good 
23020027 EN093_r05c06_Dep01Ch12_F01/0/02/1    60.63     0.63    1039.46     1.09    24.50  -0.0245   0   Good 
23020027 EN094_r05c07_Dep01Ch13_F01/0/03/0    76.89     0.64     654.63     0.59    17.67  -0.0494   0   Good 
23020027 EN095_r05c08_Dep01Ch14_F01/0/03/1    62.24     0.66     722.43     0.59    17.31  -0.0453   0   Good 
23020027 EN096_r05c09_Dep01Ch15_F01/0/04/0    71.79     0.63     931.79     0.78    20.82  -0.0313   0   Good 
23020027 EN115_r06c06_Dep01Ch16_F01/0/02/3    78.35     0.64    1007.27     0.77    22.71  -0.0271   0   Good 
23020027 EN116_r06c07_Dep01Ch17_F01/0/03/2    53.64     0.63     713.16     0.63    18.39  -0.0443   0   Good 
23020027 EN117_r06c08_Dep01Ch18_F01/0/03/3    71.56     0.64     904.53     0.74    21.36  -0.0317   0   Good 
23020027 EN118_r06c09_Dep01Ch19_F01/0/04/2    37.59     0.63     997.59     0.80    22.68  -0.0274   0   Good 
23020027 EN137_r07c06_Dep01Ch20_F22/0/02/1    68.56     0.62     964.04     0.82    22.65  -0.0284   0   Good 
23020027 EN138_r07c07_Dep01Ch21_F22/0/03/0    73.07     0.59    1013.77     0.71    21.29  -0.0283   0   Good 
23020027 EN139_r07c08_Dep01Ch22_F22/0/03/1    52.14     0.64    1292.10     0.86    24.93  -0.0194   0   Good 
23020027 EN140_r07c09_Dep01Ch23_F22/0/04/0   117.47     0.63    1010.43     0.85    21.92  -0.0278   0   Good 
23020027 EN159_r08c06_Dep01Ch24_F22/0/02/3    97.29     0.62    1126.62     0.80    22.62  -0.0243   0   Good 
23020027 EN160_r08c07_Dep01Ch25_F22/0/03/2   101.70     0.65    1020.95     0.72    21.52  -0.0279   0   Good 
23020027 EN161_r08c08_Dep01Ch26_F22/0/03/3   103.64     0.61    1252.87     0.79    23.79  -0.0209   0   Good 
