run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23013089 EN023_r02c02_Dep00Ch00_F20/0/00/3    57.57     0.58    1010.24     0.78    21.77  -0.0279   0   Good 
23013089 EN024_r02c03_Dep00Ch01_F20/0/01/2    38.61     0.65     991.87     0.73    20.87  -0.0294   0   Good 
23013089 EN025_r02c04_Dep00Ch02_F20/0/01/3    59.53     0.62    1127.63     0.80    23.40  -0.0236   0   Good 
23013089 EN026_r02c05_Dep00Ch03_F20/0/02/2    44.85     0.65    1226.42     0.93    24.81  -0.0205   0   Good 
23013089 EN045_r03c02_Dep00Ch04_F00/0/00/1    93.01     0.65     964.88     0.83    21.57  -0.0295   0   Good 
23013089 EN046_r03c03_Dep00Ch05_F00/0/01/0    52.58     0.63    1079.99     0.72    21.91  -0.0260   0   Good 
23013089 EN047_r03c04_Dep00Ch06_F00/0/01/1    60.06     0.65    1042.76     0.81    22.38  -0.0265   0   Good 
23013089 EN048_r03c05_Dep00Ch07_F00/0/02/0    65.94     0.59    1122.41     0.88    23.40  -0.0237   0   Good 
23013089 EN067_r04c02_Dep00Ch08_F00/0/00/3    87.90     0.63     961.81     0.66    20.59  -0.0306   0   Good 
23013089 EN068_r04c03_Dep00Ch09_F00/0/01/2    66.58     0.64    1137.68     0.84    23.95  -0.0229   0   Good 
23013089 EN069_r04c04_Dep00Ch10_F00/0/01/3    55.09     0.63    1301.80     1.00    24.89  -0.0193   0   Good 
23013089 EN070_r04c05_Dep00Ch11_F00/0/02/2    83.51     0.65    1121.81     0.94    25.17  -0.0221   0   Good 
23013089 EN089_r05c02_Dep00Ch12_F01/0/00/1    59.84     0.65    1218.48     0.85    24.18  -0.0212   0   Good 
23013089 EN090_r05c03_Dep00Ch13_F01/0/01/0    55.31     0.64     894.48     0.76    20.91  -0.0325   0   Good 
23013089 EN091_r05c04_Dep00Ch14_F01/0/01/1    60.59     0.72    1036.69     0.68    20.50  -0.0285   0   Good 
23013089 EN092_r05c05_Dep00Ch15_F01/0/02/0    55.35     0.62    1129.33     0.82    22.81  -0.0241   0   Good 
23013089 EN111_r06c02_Dep00Ch16_F01/0/00/3    83.56     0.65    1169.11     1.01    26.70  -0.0199   0   Good 
23013089 EN112_r06c03_Dep00Ch17_F01/0/01/2    49.71     0.65     938.08     0.82    21.01  -0.0309   0   Good 
23013089 EN113_r06c04_Dep00Ch18_F01/0/01/3    76.98     0.67     900.81     0.75    20.71  -0.0325   0   Good 
23013089 EN114_r06c05_Dep00Ch19_F01/0/02/2    46.44     0.66    1182.44     0.80    24.08  -0.0219   0   Good 
23013089 EN133_r07c02_Dep00Ch20_F22/0/00/1    50.48     0.66     936.11     0.95    22.94  -0.0289   0   Good 
23013089 EN134_r07c03_Dep00Ch21_F22/0/01/0    77.44     0.65     729.95     0.62    17.54  -0.0445   0   Good 
23013089 EN135_r07c04_Dep00Ch22_F22/0/01/1    57.61     0.66     834.43     0.63    19.13  -0.0370   0   Good 
23013089 EN136_r07c05_Dep00Ch23_F22/0/02/0    50.49     0.67     969.80     0.84    22.42  -0.0284   0   Good 
23013089 EN155_r08c02_Dep00Ch24_F22/0/00/3    67.51     0.63     764.21     0.68    18.87  -0.0407   0   Good 
23013089 EN156_r08c03_Dep00Ch25_F22/0/01/2    60.65     0.64     706.69     0.60    17.43  -0.0461   0   Good 
23013089 EN157_r08c04_Dep00Ch26_F22/0/01/3    57.08     0.64     786.61     0.58    17.49  -0.0413   0   Good 
