run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23005015 EN023_r02c02_Dep00Ch00_F20/0/00/3    57.13     0.59     235.66     0.29     9.21  -0.1731   0   Good 
23005015 EN024_r02c03_Dep00Ch01_F20/0/01/2    38.25     0.63     229.67     0.28     9.17  -0.1778   0   Good 
23005015 EN025_r02c04_Dep00Ch02_F20/0/01/3    58.45     0.63     264.22     0.31     9.70  -0.1525   0   Good 
23005015 EN026_r02c05_Dep00Ch03_F20/0/02/2    44.57     0.64     286.57     0.32    10.03  -0.1395   0   Good 
23005015 EN045_r03c02_Dep00Ch04_F00/0/00/1    92.09     0.63     228.15     0.29     9.27  -0.1785   0   Good 
23005015 EN046_r03c03_Dep00Ch05_F00/0/01/0    52.33     0.62     253.85     0.29     9.28  -0.1604   0   Good 
23005015 EN047_r03c04_Dep00Ch06_F00/0/01/1    60.01     0.66     246.87     0.30     9.74  -0.1631   0   Good 
23005015 EN048_r03c05_Dep00Ch07_F00/0/02/0    66.22     0.55     267.66     0.30     9.60  -0.1509   0   Good 
23005015 EN067_r04c02_Dep00Ch08_F00/0/00/3    88.22     0.63     226.92     0.28     8.89  -0.1812   0   Good 
23005015 EN068_r04c03_Dep00Ch09_F00/0/01/2    66.25     0.63     268.68     0.31     9.62  -0.1503   0   Good 
23005015 EN069_r04c04_Dep00Ch10_F00/0/01/3    54.86     0.64     309.54     0.32    10.06  -0.1290   0   Good 
23005015 EN070_r04c05_Dep00Ch11_F00/0/02/2    82.68     0.66     267.66     0.30     9.64  -0.1508   0   Good 
23005015 EN089_r05c02_Dep00Ch12_F01/0/00/1    58.86     0.66     285.40     0.31    10.19  -0.1395   0   Good 
23005015 EN090_r05c03_Dep00Ch13_F01/0/01/0    54.56     0.65     205.45     0.28     8.87  -0.2002   0   Good 
23005015 EN091_r05c04_Dep00Ch14_F01/0/01/1    60.26     0.67     239.26     0.28     8.94  -0.1716   0   Good 
23005015 EN092_r05c05_Dep00Ch15_F01/0/02/0    54.82     0.63     267.68     0.30     9.60  -0.1509   0   Good 
23005015 EN111_r06c02_Dep00Ch16_F01/0/00/3    82.87     0.64     276.87     0.32    10.33  -0.1433   0   Good 
23005015 EN112_r06c03_Dep00Ch17_F01/0/01/2    49.36     0.65     215.99     0.28     8.98  -0.1899   0   Good 
23005015 EN113_r06c04_Dep00Ch18_F01/0/01/3    76.98     0.66     207.40     0.27     8.56  -0.1998   0   Good 
23005015 EN114_r06c05_Dep00Ch19_F01/0/02/2    45.28     0.60     282.22     0.30     9.28  -0.1443   0   Good 
23005015 EN133_r07c02_Dep00Ch20_F22/0/00/1    49.19     0.68     217.20     0.29     9.23  -0.1877   0   Good 
23005015 EN134_r07c03_Dep00Ch21_F22/0/01/0    77.28     0.64     167.79     0.26     8.42  -0.2478   0   Good 
23005015 EN135_r07c04_Dep00Ch22_F22/0/01/1    57.42     0.67     193.62     0.27     8.67  -0.2135   0   Good 
23005015 EN136_r07c05_Dep00Ch23_F22/0/02/0    50.32     0.65     228.87     0.30     9.07  -0.1788   0   Good 
23005015 EN155_r08c02_Dep00Ch24_F22/0/00/3    66.30     0.63     176.35     0.26     8.01  -0.2381   0   Good 
23005015 EN156_r08c03_Dep00Ch25_F22/0/01/2    59.95     0.65     163.19     0.26     7.85  -0.2583   0   Good 
23005015 EN157_r08c04_Dep00Ch26_F22/0/01/3    56.84     0.64     180.58     0.27     8.54  -0.2296   0   Good 
23005015 EN158_r08c05_Dep00Ch27_F22/0/02/2    37.83     0.66     239.30     0.27     8.83  -0.1720   0   Good 
23005015 EN177_r09c02_Dep00Ch28_F05/0/00/1    80.81     0.65     150.18     0.25     7.82  -0.2809   0   Good 
23005015 EN178_r09c03_Dep00Ch29_F05/0/01/0    57.95     0.66     182.11     0.26     8.47  -0.2280   0   Good 
23005015 EN179_r09c04_Dep00Ch30_F05/0/01/1    87.50     0.63     224.80     0.28     9.17  -0.1816   0   Good 
23005015 EN180_r09c05_Dep00Ch31_F05/0/02/0    72.42     0.66     230.38     0.29     8.86  -0.1786   0   Good 
23005015 EN027_r02c06_Dep01Ch00_F20/0/02/3    81.57     0.65     222.93     0.31     9.83  -0.1802   0   Good 
23005015 EN028_r02c07_Dep01Ch01_F20/0/03/2    68.61     0.64     183.19     0.27     8.80  -0.2249   0   Good 
23005015 EN029_r02c08_Dep01Ch02_F20/0/03/3    90.77     0.64     205.79     0.27     8.49  -0.2017   0   Good 
23005015 EN030_r02c09_Dep01Ch03_F20/0/04/2    49.16     0.63     227.90     0.28     8.86  -0.1805   0   Good 
23005015 EN049_r03c06_Dep01Ch04_F00/0/02/1    49.90     0.63     272.48     0.32    10.16  -0.1462   0   Good 
23005015 EN050_r03c07_Dep01Ch05_F00/0/03/0    91.62     0.63     193.38     0.27     8.67  -0.2137   0   Good 
23005015 EN051_r03c08_Dep01Ch06_F00/0/03/1    69.59     0.62     204.19     0.28     8.68  -0.2024   0   Good 
23005015 EN052_r03c09_Dep01Ch07_F00/0/04/0    76.90     0.63     220.18     0.29     9.12  -0.1857   0   Good 
23005015 EN071_r04c06_Dep01Ch08_F00/0/02/3   111.45     0.62     239.39     0.30     9.54  -0.1690   0   Good 
23005015 EN072_r04c07_Dep01Ch09_F00/0/03/2    91.59     0.62     207.00     0.28     8.95  -0.1983   0   Good 
23005015 EN073_r04c08_Dep01Ch10_F00/0/03/3    71.00     0.62     217.77     0.28     8.71  -0.1896   0   Good 
23005015 EN074_r04c09_Dep01Ch11_F00/0/04/2    69.99     0.63     209.13     0.28     8.90  -0.1965   0   Good 
23005015 EN093_r05c06_Dep01Ch12_F01/0/02/1    59.88     0.64     255.84     0.31     9.91  -0.1567   0   Good 
23005015 EN094_r05c07_Dep01Ch13_F01/0/03/0    76.04     0.63     156.88     0.26     8.33  -0.2656   0   Good 
23005015 EN095_r05c08_Dep01Ch14_F01/0/03/1    62.06     0.66     172.31     0.26     8.11  -0.2431   0   Good 
23005015 EN096_r05c09_Dep01Ch15_F01/0/04/0    70.15     0.64     216.07     0.28     9.06  -0.1895   0   Good 
23005015 EN115_r06c06_Dep01Ch16_F01/0/02/3    78.85     0.64     244.58     0.29     9.22  -0.1667   0   Good 
23005015 EN116_r06c07_Dep01Ch17_F01/0/03/2    52.88     0.66     170.57     0.26     8.17  -0.2452   0   Good 
23005015 EN117_r06c08_Dep01Ch18_F01/0/03/3    74.00     0.64     215.91     0.30     8.99  -0.1899   0   Good 
23005015 EN118_r06c09_Dep01Ch19_F01/0/04/2    37.52     0.65     230.96     0.31     9.66  -0.1747   0   Good 
23005015 EN137_r07c06_Dep01Ch20_F22/0/02/1    67.81     0.64     232.08     0.30     9.62  -0.1740   0   Good 
