run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23030030 EN023_r02c02_Dep00Ch00_F20/0/00/3    58.36     0.65     989.41     0.67    20.52  -0.0298   0   Good LedOrFeeOff?
23030030 EN024_r02c03_Dep00Ch01_F20/0/01/2    39.43     0.65     970.80     0.68    20.59  -0.0303   0   Good LedOrFeeOff?
23030030 EN025_r02c04_Dep00Ch02_F20/0/01/3    59.89     0.65    1102.94     0.70    21.92  -0.0255   0   Good LedOrFeeOff?
23030030 EN026_r02c05_Dep00Ch03_F20/0/02/2    45.04     0.63    1204.75     0.82    23.07  -0.0224   0   Good LedOrFeeOff?
23030030 EN045_r03c02_Dep00Ch04_F00/0/00/1    94.25     0.66     931.59     0.64    19.68  -0.0325   0   Good LedOrFeeOff?
23030030 EN046_r03c03_Dep00Ch05_F00/0/01/0    52.83     0.65    1044.72     0.75    20.39  -0.0283   0   Good LedOrFeeOff?
23030030 EN047_r03c04_Dep00Ch06_F00/0/01/1    59.61     0.64    1008.60     0.74    21.57  -0.0282   0   Good LedOrFeeOff?
23030030 EN048_r03c05_Dep00Ch07_F00/0/02/0    67.81     0.61    1094.18     0.78    22.07  -0.0255   0   Good LedOrFeeOff?
23030030 EN067_r04c02_Dep00Ch08_F00/0/00/3    89.32     0.64     927.47     0.68    19.74  -0.0326   0   Good LedOrFeeOff?
23030030 EN068_r04c03_Dep00Ch09_F00/0/01/2    67.15     0.67    1097.30     0.77    22.32  -0.0252   0   Good LedOrFeeOff?
23030030 EN069_r04c04_Dep00Ch10_F00/0/01/3    55.54     0.65    1255.83     0.84    24.05  -0.0207   0   Good LedOrFeeOff?
23030030 EN070_r04c05_Dep00Ch11_F00/0/02/2    84.11     0.67    1094.54     0.82    23.43  -0.0243   0   Good LedOrFeeOff?
23030030 EN089_r05c02_Dep00Ch12_F01/0/00/1    60.23     0.67    1165.96     0.78    22.16  -0.0239   0   Good LedOrFeeOff?
23030030 EN090_r05c03_Dep00Ch13_F01/0/01/0    55.50     0.64     856.94     0.63    19.18  -0.0360   0   Good LedOrFeeOff?
23030030 EN091_r05c04_Dep00Ch14_F01/0/01/1    61.33     0.70     992.10     0.67    20.30  -0.0299   0   Good LedOrFeeOff?
23030030 EN092_r05c05_Dep00Ch15_F01/0/02/0    56.01     0.64    1093.34     0.69    20.91  -0.0266   0   Good LedOrFeeOff?
