run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23017008 EN023_r02c02_Dep00Ch00_F20/0/00/3    58.18     0.63    1008.93     0.70    20.96  -0.0288   0   Good 
23017008 EN024_r02c03_Dep00Ch01_F20/0/01/2    39.04     0.65     988.11     0.70    20.67  -0.0297   0   Good 
23017008 EN025_r02c04_Dep00Ch02_F20/0/01/3    59.91     0.64    1123.96     0.75    22.94  -0.0241   0   Good 
23017008 EN026_r02c05_Dep00Ch03_F20/0/02/2    45.66     0.64    1221.68     0.85    24.40  -0.0210   0   Good 
23017008 EN045_r03c02_Dep00Ch04_F00/0/00/1    93.95     0.65     960.50     0.76    20.66  -0.0305   0   Good 
23017008 EN046_r03c03_Dep00Ch05_F00/0/01/0    52.83     0.64    1075.87     0.72    21.36  -0.0266   0   Good 
23017008 EN047_r03c04_Dep00Ch06_F00/0/01/1    60.10     0.64    1038.61     0.71    21.18  -0.0277   0   Good 
23017008 EN048_r03c05_Dep00Ch07_F00/0/02/0    67.06     0.61    1120.36     0.81    23.58  -0.0236   0   Good 
23017008 EN067_r04c02_Dep00Ch08_F00/0/00/3    86.21     0.63     960.88     0.64    19.30  -0.0320   0   Good 
23017008 EN068_r04c03_Dep00Ch09_F00/0/01/2    67.32     0.65    1133.16     0.77    22.83  -0.0240   0   Good 
23017008 EN069_r04c04_Dep00Ch10_F00/0/01/3    55.58     0.63    1295.63     0.87    25.21  -0.0191   0   Good 
23017008 EN070_r04c05_Dep00Ch11_F00/0/02/2    84.29     0.66    1118.92     0.75    23.65  -0.0236   0   Good 
23017008 EN089_r05c02_Dep00Ch12_F01/0/00/1    60.24     0.64    1212.16     0.82    23.82  -0.0216   0   Good 
23017008 EN090_r05c03_Dep00Ch13_F01/0/01/0    55.62     0.63     889.29     0.65    20.19  -0.0335   0   Good 
23017008 EN091_r05c04_Dep00Ch14_F01/0/01/1    61.43     0.67    1030.35     0.71    21.05  -0.0281   0   Good 
23017008 EN092_r05c05_Dep00Ch15_F01/0/02/0    56.28     0.63    1125.74     0.76    22.44  -0.0245   0   Good 
23017008 EN111_r06c02_Dep00Ch16_F01/0/00/3    84.16     0.64    1163.85     0.83    25.55  -0.0210   0   Good 
23017008 EN112_r06c03_Dep00Ch17_F01/0/01/2    50.12     0.65     933.95     0.69    20.93  -0.0311   0   Good 
23017008 EN113_r06c04_Dep00Ch18_F01/0/01/3    79.62     0.65     895.68     0.67    19.75  -0.0338   0   Good 
23017008 EN114_r06c05_Dep00Ch19_F01/0/02/2    46.84     0.66    1178.85     0.80    23.58  -0.0224   0   Good 
23017008 EN133_r07c02_Dep00Ch20_F22/0/00/1    50.53     0.64     930.03     0.77    22.37  -0.0297   0   Good 
23017008 EN134_r07c03_Dep00Ch21_F22/0/01/0    77.37     0.65     726.27     0.60    17.87  -0.0442   0   Good 
23017008 EN135_r07c04_Dep00Ch22_F22/0/01/1    57.95     0.67     828.89     0.62    18.98  -0.0374   0   Good 
23017008 EN136_r07c05_Dep00Ch23_F22/0/02/0    51.26     0.64     964.96     0.67    21.29  -0.0298   0   Good 
23017008 EN155_r08c02_Dep00Ch24_F22/0/00/3    67.38     0.62     758.51     0.62    18.39  -0.0417   0   Good 
23017008 EN156_r08c03_Dep00Ch25_F22/0/01/2    61.11     0.67     702.57     0.59    17.84  -0.0458   0   Good 
23017008 EN157_r08c04_Dep00Ch26_F22/0/01/3    57.95     0.64     779.89     0.59    18.05  -0.0410   0   Good 
23017008 EN158_r08c05_Dep00Ch27_F22/0/02/2    39.45     0.69    1022.93     0.65    19.91  -0.0294   0   Good 
23017008 EN177_r09c02_Dep00Ch28_F05/0/00/1    81.90     0.67     649.12     0.52    15.62  -0.0530   0   Good 
23017008 EN178_r09c03_Dep00Ch29_F05/0/01/0    58.87     0.67     794.42     0.56    17.49  -0.0409   0   Good 
23017008 EN179_r09c04_Dep00Ch30_F05/0/01/1    88.53     0.65     971.93     0.66    19.81  -0.0311   0   Good 
23017008 EN180_r09c05_Dep00Ch31_F05/0/02/0    73.14     0.65     979.83     0.62    19.10  -0.0315   0   Good 
23017008 EN027_r02c06_Dep01Ch00_F20/0/02/3    81.56     0.66     943.41     0.84    23.30  -0.0283   0   Good 
23017008 EN028_r02c07_Dep01Ch01_F20/0/03/2    68.75     0.63     785.53     0.67    20.02  -0.0382   0   Good 
23017008 EN029_r02c08_Dep01Ch02_F20/0/03/3    90.99     0.62     886.39     0.64    19.37  -0.0346   0   Good 
23017008 EN030_r02c09_Dep01Ch03_F20/0/04/2    47.21     0.62     998.97     0.70    20.52  -0.0295   0   Good 
23017008 EN049_r03c06_Dep01Ch04_F00/0/02/1    50.78     0.62    1129.36     0.86    25.46  -0.0217   0   Good 
23017008 EN050_r03c07_Dep01Ch05_F00/0/03/0    91.58     0.63     815.14     0.69    20.94  -0.0356   0   Good 
23017008 EN051_r03c08_Dep01Ch06_F00/0/03/1    69.59     0.61     874.66     0.69    20.91  -0.0333   0   Good 
23017008 EN052_r03c09_Dep01Ch07_F00/0/04/0    77.72     0.62     943.50     0.67    20.84  -0.0309   0   Good 
23017008 EN071_r04c06_Dep01Ch08_F00/0/02/3   111.25     0.61     995.91     0.78    21.89  -0.0282   0   Good 
23017008 EN072_r04c07_Dep01Ch09_F00/0/03/2    92.32     0.61     877.09     0.77    21.14  -0.0329   0   Good 
23017008 EN073_r04c08_Dep01Ch10_F00/0/03/3    71.27     0.62     932.60     0.74    21.23  -0.0308   0   Good 
23017008 EN074_r04c09_Dep01Ch11_F00/0/04/2    70.35     0.62     895.78     0.66    20.09  -0.0334   0   Good 
23017008 EN093_r05c06_Dep01Ch12_F01/0/02/1    60.20     0.63    1053.09     0.84    25.01  -0.0237   0   Good 
23017008 EN094_r05c07_Dep01Ch13_F01/0/03/0    76.46     0.61     660.89     0.55    17.60  -0.0490   0   Good 
23017008 EN095_r05c08_Dep01Ch14_F01/0/03/1    62.00     0.66     728.83     0.62    17.57  -0.0445   0   Good 
23017008 EN096_r05c09_Dep01Ch15_F01/0/04/0    70.57     0.61     940.30     0.71    20.46  -0.0314   0   Good 
23017008 EN115_r06c06_Dep01Ch16_F01/0/02/3    78.48     0.63    1018.20     0.86    23.12  -0.0264   0   Good 
23017008 EN116_r06c07_Dep01Ch17_F01/0/03/2    52.75     0.64     720.58     0.63    18.49  -0.0437   0   Good 
23017008 EN117_r06c08_Dep01Ch18_F01/0/03/3    75.11     0.65     911.49     0.74    21.20  -0.0316   0   Good 
23017008 EN118_r06c09_Dep01Ch19_F01/0/04/2    37.61     0.65    1008.07     0.73    22.76  -0.0270   0   Good 
23017008 EN137_r07c06_Dep01Ch20_F22/0/02/1    68.19     0.61     974.92     0.75    22.85  -0.0279   0   Good 
23017008 EN138_r07c07_Dep01Ch21_F22/0/03/0    72.85     0.59    1027.06     0.69    21.29  -0.0280   0   Good 
23017008 EN139_r07c08_Dep01Ch22_F22/0/03/1    51.03     0.65    1306.38     0.84    25.35  -0.0189   0   Good 
23017008 EN140_r07c09_Dep01Ch23_F22/0/04/0   116.89     0.62    1024.99     0.76    22.17  -0.0272   0   Good 
23017008 EN159_r08c06_Dep01Ch24_F22/0/02/3    96.76     0.64    1136.20     0.79    22.35  -0.0243   0   Good 
23017008 EN160_r08c07_Dep01Ch25_F22/0/03/2   101.13     0.65    1035.24     0.77    21.00  -0.0280   0   Good 
23017008 EN161_r08c08_Dep01Ch26_F22/0/03/3   103.42     0.64    1269.06     0.81    24.55  -0.0201   0   Good 
23017008 EN162_r08c09_Dep01Ch27_F22/0/04/2    44.80     0.75     988.74     0.70    19.82  -0.0305   0   Good 
23017008 EN181_r09c06_Dep01Ch28_F05/0/02/1    64.08     0.62    1149.98     0.72    21.68  -0.0246   0   Good 
23017008 EN182_r09c07_Dep01Ch29_F05/0/03/0    86.53     0.66    1227.40     0.69    20.99  -0.0236   0   Good 
23017008 EN183_r09c08_Dep01Ch30_F05/0/03/1    75.57     0.65    1283.60     0.80    22.76  -0.0212   0   Good 
23017008 EN184_r09c09_Dep01Ch31_F05/0/04/0    36.03     0.78    1035.85     0.71    21.42  -0.0276   0   Good 
23017008 EN031_r02c10_Dep02Ch00_F20/0/04/3    88.06     0.64     882.79     0.67    20.17  -0.0338   0   Good 
23017008 EN032_r02c11_Dep02Ch01_F20/0/05/2    23.63     0.62     736.42     0.49    15.42  -0.0470   0   Good 
23017008 EN033_r02c12_Dep02Ch02_F20/0/05/3   101.67     0.65     699.90     0.44    13.83  -0.0517   0   Good 
23017008 EN034_r02c13_Dep02Ch03_F20/0/06/2    97.83     0.64     685.92     0.44    13.94  -0.0526   0   Good 
23017008 EN053_r03c10_Dep02Ch04_F00/0/04/1    72.40     0.61     864.00     0.64    19.31  -0.0355   0   Good 
23017008 EN054_r03c11_Dep02Ch05_F00/0/05/0    63.27     0.61     824.72     0.61    18.09  -0.0387   0   Good 
23017008 EN055_r03c12_Dep02Ch06_F00/0/05/1    72.20     0.62     756.65     0.49    14.85  -0.0465   0   Good 
23017008 EN056_r03c13_Dep02Ch07_F00/0/06/0    89.95     0.61    1207.66     0.68    21.07  -0.0240   0   Good 
23017008 EN075_r04c10_Dep02Ch08_F00/0/04/3    79.10     0.57     965.45     0.66    20.83  -0.0302   0   Good 
23017008 EN076_r04c11_Dep02Ch09_F00/0/05/2    47.25     0.63     779.03     0.50    15.52  -0.0443   0   Good 
23017008 EN077_r04c12_Dep02Ch10_F00/0/05/3    52.45     0.63     905.53     0.59    17.93  -0.0354   0   Good 
23017008 EN078_r04c13_Dep02Ch11_F00/0/06/2    34.58     0.66     978.98     0.64    19.39  -0.0313   0   Good 
23017008 EN097_r05c10_Dep02Ch12_F01/0/04/1    48.82     0.62     815.02     0.65    19.18  -0.0378   0   Good 
23017008 EN098_r05c11_Dep02Ch13_F01/0/05/0    63.99     0.63     767.36     0.58    17.76  -0.0420   0   Good 
23017008 EN099_r05c12_Dep02Ch14_F01/0/05/1    55.34     0.65     706.47     0.50    15.52  -0.0488   0   Good 
23017008 EN100_r05c13_Dep02Ch15_F01/0/06/0    80.63     0.57     871.97     0.61    17.77  -0.0370   0   Good 
23017008 EN119_r06c10_Dep02Ch16_F01/0/04/3    81.31     0.63     998.90     0.76    21.76  -0.0283   0   Good 
23017008 EN120_r06c11_Dep02Ch17_F01/0/05/2    61.39     0.63     884.74     0.62    19.51  -0.0345   0   Good 
23017008 EN121_r06c12_Dep02Ch18_F01/0/05/3    65.84     0.64     706.93     0.55    15.91  -0.0482   0   Good 
23017008 EN122_r06c13_Dep02Ch19_F01/0/06/2    51.40     0.64     977.67     0.69    20.78  -0.0299   0   Good 
23017008 EN141_r07c10_Dep02Ch20_F22/0/04/1    39.18     0.64    1103.07     0.77    23.20  -0.0243   0   Good 
23017008 EN142_r07c11_Dep02Ch21_F22/0/05/0    73.03     0.62     808.96     0.68    19.75  -0.0374   0   Good 
23017008 EN143_r07c12_Dep02Ch22_F22/0/05/1    44.66     0.63     607.16     0.56    15.68  -0.0565   0   Good 
23017008 EN144_r07c13_Dep02Ch23_F22/0/06/0    71.97     0.64     800.68     0.63    18.30  -0.0396   0   Good 
23017008 EN163_r08c10_Dep02Ch24_F22/0/04/3    54.56     0.59     874.86     0.62    19.05  -0.0354   0   Good 
23017008 EN164_r08c11_Dep02Ch25_F22/0/05/2    55.27     0.65     782.98     0.58    17.35  -0.0417   0   Good 
23017008 EN165_r08c12_Dep02Ch26_F22/0/05/3    60.52     0.61     666.33     0.53    15.93  -0.0511   0   Good 
23017008 EN166_r08c13_Dep02Ch27_F22/0/06/2    47.18     0.66     777.25     0.56    17.58  -0.0417   0   Good 
23017008 EN185_r09c10_Dep02Ch28_F05/0/04/1    36.47     0.64     942.88     0.69    20.16  -0.0316   0   Good 
23017008 EN186_r09c11_Dep02Ch29_F05/0/05/0    58.76     0.60     629.89     0.53    15.96  -0.0540   0   Good 
23017008 EN187_r09c12_Dep02Ch30_F05/0/05/1    86.07     0.64     541.71     0.48    14.78  -0.0650   0   Good 
23017008 EN188_r09c13_Dep02Ch31_F05/0/06/0    51.35     0.65    1038.36     0.70    21.67  -0.0273   0   Good 
23017008 EN035_r02c14_Dep03Ch00_F20/0/06/3    62.83     0.68     806.15     0.54    16.48  -0.0416   0   Good 
23017008 EN036_r02c15_Dep03Ch01_F20/0/07/2    48.63     0.68    1252.38     0.88    25.05  -0.0199   0   Good 
23017008 EN037_r02c16_Dep03Ch02_F20/0/07/3    75.92     0.67    1259.80     0.81    25.01  -0.0198   0   Good 
23017008 EN038_r02c17_Dep03Ch03_F20/0/08/2    43.04     0.66    1255.57     0.89    24.82  -0.0201   0   Good 
23017008 EN057_r03c14_Dep03Ch04_F00/0/06/1    64.57     0.69    1210.41     0.92    25.37  -0.0204   0   Good 
23017008 EN058_r03c15_Dep03Ch05_F00/0/07/0    78.27     0.66    1393.65     0.89    26.91  -0.0166   0   Good 
23017008 EN059_r03c16_Dep03Ch06_F00/0/07/1    48.67     0.69    1371.30     1.10    28.13  -0.0159   0   Good 
23017008 EN060_r03c17_Dep03Ch07_F00/0/08/0    75.78     0.68    1212.64     0.83    25.08  -0.0205   0   Good 
23017008 EN079_r04c14_Dep03Ch08_F00/0/06/3    88.70     0.67    1122.29     0.74    21.78  -0.0251   0   Good 
23017008 EN080_r04c15_Dep03Ch09_F00/0/07/2    72.30     0.67    1327.35     0.88    25.60  -0.0184   0   Good 
23017008 EN081_r04c16_Dep03Ch10_F00/0/07/3    88.81     0.70    1125.47     0.72    22.21  -0.0247   0   Good 
23017008 EN082_r04c17_Dep03Ch11_F00/0/08/2    57.11     0.69    1105.68     0.79    23.56  -0.0239   0   Good 
23017008 EN101_r05c14_Dep03Ch12_F01/0/06/1    94.78     0.68    1106.48     0.73    22.81  -0.0246   0   Good 
23017008 EN102_r05c15_Dep03Ch13_F01/0/07/0   110.39     0.68    1022.67     0.72    22.02  -0.0274   0   Good 
23017008 EN103_r05c16_Dep03Ch14_F01/0/07/1    60.51     0.68     997.56     0.75    22.20  -0.0279   0   Good 
23017008 EN104_r05c17_Dep03Ch15_F01/0/08/0    68.44     0.64     779.36     0.61    18.27  -0.0407   0   Good 
23017008 EN123_r06c14_Dep03Ch16_F01/0/06/3   109.75     0.66     917.29     0.71    21.02  -0.0316   0   Good 
23017008 EN124_r06c15_Dep03Ch17_F01/0/07/2    80.25     0.68    1106.03     0.89    25.29  -0.0223   0   Good 
23017008 EN125_r06c16_Dep03Ch18_F01/0/07/3    99.65     0.71     966.90     0.69    22.17  -0.0288   0   Good 
23017008 EN126_r06c17_Dep03Ch19_F01/0/08/2    59.42     0.69     934.32     0.77    21.49  -0.0305   0   Good 
23017008 EN145_r07c14_Dep03Ch20_F22/0/06/1    82.06     0.67     931.29     0.69    20.17  -0.0320   0   Good 
23017008 EN146_r07c15_Dep03Ch21_F22/0/07/0    78.98     0.71    1005.84     0.78    22.68  -0.0272   0   Good 
23017008 EN147_r07c16_Dep03Ch22_F22/0/07/1   105.79     0.67    1006.72     0.79    22.76  -0.0271   0   Good 
23017008 EN148_r07c17_Dep03Ch23_F22/0/08/0    88.63     0.66    1069.95     0.80    23.29  -0.0250   0   Good 
23017008 EN167_r08c14_Dep03Ch24_F22/0/06/3    95.15     0.68     795.33     0.66    19.12  -0.0388   0   Good 
23017008 EN168_r08c15_Dep03Ch25_F22/0/07/2    74.53     0.70     935.05     0.74    21.04  -0.0310   0   Good 
23017008 EN169_r08c16_Dep03Ch26_F22/0/07/3    71.35     0.67    1053.25     0.80    23.16  -0.0255   0   Good 
23017008 EN170_r08c17_Dep03Ch27_F22/0/08/2    50.11     0.70     761.51     0.61    17.06  -0.0432   0   Good 
23017008 EN189_r09c14_Dep03Ch28_F05/0/06/1    77.16     0.70    1202.33     0.81    25.29  -0.0205   0   Good 
23017008 EN190_r09c15_Dep03Ch29_F05/0/07/0    83.93     0.71     817.22     0.60    18.57  -0.0385   0   Good 
23017008 EN191_r09c16_Dep03Ch30_F05/0/07/1    74.02     0.70     965.45     0.70    21.48  -0.0295   0   Good 
23017008 EN192_r09c17_Dep03Ch31_F05/0/08/0    64.05     0.65    1297.78     0.84    24.70  -0.0195   0   Good 
23017008 EN039_r02c18_Dep04Ch00_F20/0/08/3    93.63     0.61    1364.41     1.00    27.47  -0.0165   0   Good 
