run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22335028 EN023_r02c02_Dep00Ch00_F20/0/00/3    55.75     0.64     474.77     0.51    16.40  -0.0708   0   Good 
22335028 EN024_r02c03_Dep00Ch01_F20/0/01/2    36.25     0.62     463.37     0.50    16.01  -0.0733   0   Good 
22335028 EN025_r02c04_Dep00Ch02_F20/0/01/3    56.55     0.61     526.44     0.55    17.78  -0.0612   0   Good 
22335028 EN026_r02c05_Dep00Ch03_F20/0/02/2    42.63     0.65     574.76     0.57    18.23  -0.0553   0   Good 
22335028 EN045_r03c02_Dep00Ch04_F00/0/00/1    91.01     0.62     463.56     0.52    16.37  -0.0725   0   Good 
22335028 EN046_r03c03_Dep00Ch05_F00/0/01/0    49.72     0.62     517.89     0.51    16.27  -0.0651   0   Good 
22335028 EN047_r03c04_Dep00Ch06_F00/0/01/1    58.34     0.62     506.22     0.51    16.58  -0.0660   0   Good 
22335028 EN048_r03c05_Dep00Ch07_F00/0/02/0    65.20     0.62     541.12     0.55    17.66  -0.0598   0   Good 
22335028 EN067_r04c02_Dep00Ch08_F00/0/00/3    86.01     0.64     461.45     0.51    16.22  -0.0732   0   Good 
22335028 EN068_r04c03_Dep00Ch09_F00/0/01/2    64.54     0.63     547.64     0.56    17.43  -0.0595   0   Good 
22335028 EN069_r04c04_Dep00Ch10_F00/0/01/3    52.83     0.64     628.99     0.58    18.43  -0.0502   0   Good 
22335028 EN070_r04c05_Dep00Ch11_F00/0/02/2    81.75     0.62     541.40     0.55    17.21  -0.0606   0   Good 
22335028 EN089_r05c02_Dep00Ch12_F01/0/00/1    57.04     0.65     581.80     0.56    18.29  -0.0545   0   Good 
22335028 EN090_r05c03_Dep00Ch13_F01/0/01/0    53.18     0.63     420.56     0.48    15.26  -0.0826   0   Good 
22335028 EN091_r05c04_Dep00Ch14_F01/0/01/1    58.95     0.66     487.21     0.48    15.53  -0.0708   0   Good 
22335028 EN092_r05c05_Dep00Ch15_F01/0/02/0    53.18     0.64     543.52     0.54    17.38  -0.0600   0   Good 
22335028 EN111_r06c02_Dep00Ch16_F01/0/00/3    81.53     0.63     564.43     0.58    18.63  -0.0556   0   Good 
22335028 EN112_r06c03_Dep00Ch17_F01/0/01/2    49.19     0.64     442.12     0.50    15.88  -0.0772   0   Good 
22335028 EN113_r06c04_Dep00Ch18_F01/0/01/3    77.63     0.65     423.44     0.47    15.08  -0.0825   0   Good 
22335028 EN114_r06c05_Dep00Ch19_F01/0/02/2    44.83     0.63     569.01     0.55    17.21  -0.0576   0   Good 
22335028 EN133_r07c02_Dep00Ch20_F22/0/00/1    48.25     0.62     450.03     0.53    16.18  -0.0752   0   Good 
22335028 EN134_r07c03_Dep00Ch21_F22/0/01/0    75.36     0.64     346.79     0.43    13.57  -0.1051   0   Good 
22335028 EN135_r07c04_Dep00Ch22_F22/0/01/1    55.90     0.64     398.10     0.46    14.83  -0.0883   0   Good 
22335028 EN136_r07c05_Dep00Ch23_F22/0/02/0    48.25     0.66     466.81     0.49    15.84  -0.0732   0   Good 
22335028 EN155_r08c02_Dep00Ch24_F22/0/00/3    64.53     0.62     365.78     0.43    13.78  -0.0990   0   Good 
22335028 EN156_r08c03_Dep00Ch25_F22/0/01/2    58.29     0.64     338.23     0.44    13.62  -0.1076   0   Good 
22335028 EN157_r08c04_Dep00Ch26_F22/0/01/3    55.65     0.62     373.33     0.42    13.65  -0.0974   0   Good 
22335028 EN158_r08c05_Dep00Ch27_F22/0/02/2    37.28     0.64     489.34     0.49    15.60  -0.0703   0   Good 
22335028 EN177_r09c02_Dep00Ch28_F05/0/00/1    80.01     0.64     315.95     0.40    12.47  -0.1188   0   Good 
22335028 EN178_r09c03_Dep00Ch29_F05/0/01/0    56.29     0.66     377.66     0.44    13.92  -0.0955   0   Good 
22335028 EN179_r09c04_Dep00Ch30_F05/0/01/1    87.01     0.64     463.25     0.48    15.05  -0.0754   0   Good 
22335028 EN180_r09c05_Dep00Ch31_F05/0/02/0    70.13     0.64     464.02     0.49    15.33  -0.0747   0   Good 
22335028 EN027_r02c06_Dep01Ch00_F20/0/02/3    80.50     0.63     448.01     0.54    17.02  -0.0736   0   Good 
22335028 EN028_r02c07_Dep01Ch01_F20/0/03/2    67.10     0.63     368.62     0.45    14.31  -0.0968   0   Good 
22335028 EN029_r02c08_Dep01Ch02_F20/0/03/3    89.75     0.64     411.13     0.49    15.50  -0.0839   0   Good 
22335028 EN030_r02c09_Dep01Ch03_F20/0/04/2    48.13     0.64     454.72     0.50    15.74  -0.0753   0   Good 
22335028 EN049_r03c06_Dep01Ch04_F00/0/02/1    49.16     0.64     554.40     0.57    18.43  -0.0569   0   Good 
22335028 EN050_r03c07_Dep01Ch05_F00/0/03/0    90.98     0.59     387.36     0.48    15.30  -0.0896   0   Good 
22335028 EN051_r03c08_Dep01Ch06_F00/0/03/1    68.73     0.63     417.73     0.48    15.21  -0.0833   0   Good 
22335028 EN052_r03c09_Dep01Ch07_F00/0/04/0    75.84     0.59     434.94     0.50    16.06  -0.0780   0   Good 
22335028 EN071_r04c06_Dep01Ch08_F00/0/02/3   115.53     0.61     484.94     0.53    16.86  -0.0683   0   Good 
22335028 EN072_r04c07_Dep01Ch09_F00/0/03/2    91.17     0.62     420.17     0.51    16.23  -0.0804   0   Good 
22335028 EN073_r04c08_Dep01Ch10_F00/0/03/3    70.28     0.62     444.32     0.51    15.98  -0.0766   0   Good 
22335028 EN074_r04c09_Dep01Ch11_F00/0/04/2    67.99     0.63     415.08     0.47    14.66  -0.0851   0   Good 
22335028 EN093_r05c06_Dep01Ch12_F01/0/02/1    59.37     0.61     521.94     0.56    17.73  -0.0618   0   Good 
22335028 EN094_r05c07_Dep01Ch13_F01/0/03/0    75.89     0.63     322.20     0.44    14.01  -0.1117   0   Good 
22335028 EN095_r05c08_Dep01Ch14_F01/0/03/1    60.51     0.66     347.69     0.44    13.86  -0.1039   0   Good 
22335028 EN096_r05c09_Dep01Ch15_F01/0/04/0    69.30     0.61     439.36     0.52    15.92  -0.0776   0   Good 
22335028 EN115_r06c06_Dep01Ch16_F01/0/02/3    77.70     0.63     500.56     0.55    17.24  -0.0654   0   Good 
22335028 EN116_r06c07_Dep01Ch17_F01/0/03/2    52.54     0.64     348.12     0.46    14.52  -0.1019   0   Good 
22335028 EN117_r06c08_Dep01Ch18_F01/0/03/3    70.90     0.65     436.86     0.49    15.94  -0.0780   0   Good 
22335028 EN118_r06c09_Dep01Ch19_F01/0/04/2    36.90     0.64     467.27     0.52    16.40  -0.0719   0   Good 
22335028 EN137_r07c06_Dep01Ch20_F22/0/02/1    67.58     0.63     473.59     0.51    15.99  -0.0718   0   Good 
22335028 EN138_r07c07_Dep01Ch21_F22/0/03/0    71.67     0.62     489.76     0.52    16.65  -0.0681   0   Good 
22335028 EN139_r07c08_Dep01Ch22_F22/0/03/1    50.65     0.65     626.03     0.61    19.03  -0.0495   0   Good 
22335028 EN140_r07c09_Dep01Ch23_F22/0/04/0   115.66     0.63     481.39     0.53    16.85  -0.0689   0   Good 
22335028 EN159_r08c06_Dep01Ch24_F22/0/02/3    97.62     0.60     554.59     0.53    17.04  -0.0594   0   Good 
22335028 EN160_r08c07_Dep01Ch25_F22/0/03/2    99.72     0.65     497.17     0.51    16.14  -0.0681   0   Good 
22335028 EN161_r08c08_Dep01Ch26_F22/0/03/3   102.66     0.62     604.99     0.57    18.49  -0.0521   0   Good 
22335028 EN162_r08c09_Dep01Ch27_F22/0/04/2    44.54     0.74     463.09     0.50    15.91  -0.0736   0   Good 
22335028 EN181_r09c06_Dep01Ch28_F05/0/02/1    62.95     0.62     552.82     0.54    17.37  -0.0590   0   Good 
22335028 EN182_r09c07_Dep01Ch29_F05/0/03/0    86.17     0.66     600.78     0.56    17.75  -0.0537   0   Good 
22335028 EN183_r09c08_Dep01Ch30_F05/0/03/1    74.21     0.64     614.68     0.58    18.75  -0.0508   0   Good 
22335028 EN184_r09c09_Dep01Ch31_F05/0/04/0    34.76     0.71     486.11     0.52    16.39  -0.0691   0   Good 
22335028 EN031_r02c10_Dep02Ch00_F20/0/04/3    86.65     0.60     401.81     0.48    15.22  -0.0866   0   Good 
22335028 EN032_r02c11_Dep02Ch01_F20/0/05/2    22.97     0.62     315.13     0.40    12.67  -0.1185   0   Good 
22335028 EN033_r02c12_Dep02Ch02_F20/0/05/3   100.22     0.63     309.81     0.40    12.82  -0.1200   0   Good 
22335028 EN034_r02c13_Dep02Ch03_F20/0/06/2    97.30     0.64     314.33     0.41    12.63  -0.1189   0   Good 
22335028 EN053_r03c10_Dep02Ch04_F00/0/04/1    70.35     0.58     377.76     0.45    14.59  -0.0937   0   Good 
22335028 EN054_r03c11_Dep02Ch05_F00/0/05/0    62.21     0.61     377.80     0.45    14.11  -0.0950   0   Good 
22335028 EN055_r03c12_Dep02Ch06_F00/0/05/1    70.58     0.62     350.11     0.45    13.98  -0.1029   0   Good 
22335028 EN056_r03c13_Dep02Ch07_F00/0/06/0    88.48     0.61     559.48     0.56    18.07  -0.0571   0   Good 
22335028 EN075_r04c10_Dep02Ch08_F00/0/04/3    78.43     0.60     444.56     0.47    15.14  -0.0784   0   Good 
22335028 EN076_r04c11_Dep02Ch09_F00/0/05/2    45.46     0.61     347.49     0.43    13.44  -0.1052   0   Good 
22335028 EN077_r04c12_Dep02Ch10_F00/0/05/3    50.75     0.60     421.09     0.47    14.96  -0.0832   0   Good 
22335028 EN078_r04c13_Dep02Ch11_F00/0/06/2    33.55     0.63     455.06     0.48    15.26  -0.0763   0   Good 
22335028 EN097_r05c10_Dep02Ch12_F01/0/04/1    47.75     0.60     374.52     0.45    14.40  -0.0951   0   Good 
22335028 EN098_r05c11_Dep02Ch13_F01/0/05/0    62.48     0.61     345.85     0.44    14.03  -0.1040   0   Good 
22335028 EN099_r05c12_Dep02Ch14_F01/0/05/1    53.74     0.61     313.37     0.40    12.79  -0.1188   0   Good 
22335028 EN100_r05c13_Dep02Ch15_F01/0/06/0    79.17     0.62     385.70     0.44    14.12  -0.0930   0   Good 
22335028 EN119_r06c10_Dep02Ch16_F01/0/04/3    79.98     0.63     459.56     0.52    16.35  -0.0732   0   Good 
22335028 EN120_r06c11_Dep02Ch17_F01/0/05/2    60.23     0.64     401.19     0.46    14.51  -0.0885   0   Good 
22335028 EN121_r06c12_Dep02Ch18_F01/0/05/3    65.18     0.64     318.68     0.41    13.16  -0.1156   0   Good 
22335028 EN122_r06c13_Dep02Ch19_F01/0/06/2    50.29     0.66     437.54     0.47    15.25  -0.0794   0   Good 
22335028 EN141_r07c10_Dep02Ch20_F22/0/04/1    39.75     0.61     514.31     0.52    16.88  -0.0644   0   Good 
22335028 EN142_r07c11_Dep02Ch21_F22/0/05/0    69.85     0.62     373.81     0.44    14.25  -0.0956   0   Good 
22335028 EN143_r07c12_Dep02Ch22_F22/0/05/1    43.44     0.63     275.15     0.41    12.84  -0.1351   0   Good 
22335028 EN144_r07c13_Dep02Ch23_F22/0/06/0    71.73     0.63     366.57     0.45    14.14  -0.0978   0   Good 
22335028 EN163_r08c10_Dep02Ch24_F22/0/04/3    53.29     0.61     405.09     0.47    14.94  -0.0865   0   Good 
22335028 EN164_r08c11_Dep02Ch25_F22/0/05/2    53.53     0.64     357.59     0.43    13.85  -0.1011   0   Good 
22335028 EN165_r08c12_Dep02Ch26_F22/0/05/3    59.33     0.62     300.75     0.42    13.25  -0.1222   0   Good 
22335028 EN166_r08c13_Dep02Ch27_F22/0/06/2    46.36     0.65     355.36     0.45    14.18  -0.1008   0   Good 
22335028 EN185_r09c10_Dep02Ch28_F05/0/04/1    35.24     0.63     439.26     0.50    15.71  -0.0781   0   Good 
22335028 EN186_r09c11_Dep02Ch29_F05/0/05/0    57.44     0.63     289.15     0.41    12.89  -0.1284   0   Good 
22335028 EN187_r09c12_Dep02Ch30_F05/0/05/1    85.01     0.62     243.63     0.39    12.43  -0.1542   0   Good 
22335028 EN188_r09c13_Dep02Ch31_F05/0/06/0    50.85     0.65     481.37     0.51    16.47  -0.0697   0   Good 
22335028 EN035_r02c14_Dep03Ch00_F20/0/06/3    61.96     0.69     378.88     0.46    14.67  -0.0933   0   Good 
22335028 EN036_r02c15_Dep03Ch01_F20/0/07/2    46.90     0.69     595.95     0.57    18.19  -0.0534   0   Good 
22335028 EN037_r02c16_Dep03Ch02_F20/0/07/3    74.67     0.65     596.61     0.56    17.47  -0.0545   0   Good 
22335028 EN038_r02c17_Dep03Ch03_F20/0/08/2    40.09     0.68     596.29     0.58    18.46  -0.0529   0   Good 
22335028 EN057_r03c14_Dep03Ch04_F00/0/06/1    63.04     0.66     566.16     0.53    17.13  -0.0581   0   Good 
22335028 EN058_r03c15_Dep03Ch05_F00/0/07/0    77.94     0.68     638.60     0.58    18.93  -0.0487   0   Good 
22335028 EN059_r03c16_Dep03Ch06_F00/0/07/1    46.24     0.68     627.84     0.62    19.43  -0.0487   0   Good 
22335028 EN060_r03c17_Dep03Ch07_F00/0/08/0    74.56     0.67     565.20     0.61    19.14  -0.0546   0   Good 
22335028 EN079_r04c14_Dep03Ch08_F00/0/06/3    86.17     0.65     511.67     0.50    16.12  -0.0662   0   Good 
22335028 EN080_r04c15_Dep03Ch09_F00/0/07/2    70.96     0.66     594.86     0.56    18.19  -0.0535   0   Good 
22335028 EN081_r04c16_Dep03Ch10_F00/0/07/3    87.07     0.67     511.27     0.53    17.36  -0.0638   0   Good 
22335028 EN082_r04c17_Dep03Ch11_F00/0/08/2    56.58     0.67     519.40     0.53    17.13  -0.0633   0   Good 
22335028 EN101_r05c14_Dep03Ch12_F01/0/06/1    93.66     0.67     512.54     0.52    16.49  -0.0654   0   Good 
22335028 EN102_r05c15_Dep03Ch13_F01/0/07/0   109.23     0.68     472.75     0.50    15.93  -0.0721   0   Good 
22335028 EN103_r05c16_Dep03Ch14_F01/0/07/1    58.94     0.69     464.34     0.50    16.30  -0.0726   0   Good 
22335028 EN104_r05c17_Dep03Ch15_F01/0/08/0    66.14     0.67     358.75     0.46    14.56  -0.0988   0   Good 
22335028 EN123_r06c14_Dep03Ch16_F01/0/06/3   108.33     0.67     409.63     0.47    14.99  -0.0855   0   Good 
22335028 EN124_r06c15_Dep03Ch17_F01/0/07/2    77.14     0.68     516.12     0.57    18.10  -0.0618   0   Good 
22335028 EN125_r06c16_Dep03Ch18_F01/0/07/3    98.37     0.68     451.38     0.53    16.71  -0.0738   0   Good 
22335028 EN126_r06c17_Dep03Ch19_F01/0/08/2    58.37     0.68     428.73     0.48    15.25  -0.0811   0   Good 
22335028 EN145_r07c14_Dep03Ch20_F22/0/06/1    81.12     0.67     424.14     0.46    14.99  -0.0825   0   Good 
22335028 EN146_r07c15_Dep03Ch21_F22/0/07/0    78.48     0.68     457.34     0.51    16.24  -0.0738   0   Good 
22335028 EN147_r07c16_Dep03Ch22_F22/0/07/1   103.63     0.67     455.97     0.51    16.36  -0.0738   0   Good 
22335028 EN148_r07c17_Dep03Ch23_F22/0/08/0    87.98     0.65     490.86     0.51    16.40  -0.0684   0   Good 
22335028 EN167_r08c14_Dep03Ch24_F22/0/06/3    94.47     0.66     363.07     0.45    14.26  -0.0984   0   Good 
22335028 EN168_r08c15_Dep03Ch25_F22/0/07/2    73.36     0.66     422.83     0.49    15.55  -0.0815   0   Good 
22335028 EN169_r08c16_Dep03Ch26_F22/0/07/3    70.23     0.67     475.09     0.50    16.07  -0.0714   0   Good 
22335028 EN170_r08c17_Dep03Ch27_F22/0/08/2    48.82     0.68     334.85     0.44    13.91  -0.1078   0   Good 
22335028 EN189_r09c14_Dep03Ch28_F05/0/06/1    76.72     0.67     557.17     0.58    18.10  -0.0572   0   Good 
22335028 EN190_r09c15_Dep03Ch29_F05/0/07/0    82.35     0.68     369.43     0.48    15.05  -0.0946   0   Good 
22335028 EN191_r09c16_Dep03Ch30_F05/0/07/1    73.57     0.68     431.80     0.51    16.25  -0.0782   0   Good 
22335028 EN192_r09c17_Dep03Ch31_F05/0/08/0    62.76     0.64     575.85     0.56    17.88  -0.0558   0   Good 
22335028 EN039_r02c18_Dep04Ch00_F20/0/08/3    93.11     0.60     657.82     0.61    19.54  -0.0463   0   Good 
22335028 EN040_r02c19_Dep04Ch01_F20/0/09/2    80.85     0.62     507.55     0.51    16.29  -0.0664   0   Good 
