run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22314036 EN023_r02c02_Dep00Ch00_F20/0/00/3    52.04     0.66    1288.10     1.34    42.22  -0.0060   0   Good 
22314036 EN024_r02c03_Dep00Ch01_F20/0/01/2    32.41     0.64    1248.23     1.27    39.58  -0.0083   0   Good 
22314036 EN025_r02c04_Dep00Ch02_F20/0/01/3    52.99     0.65    1421.28     1.36    42.75  -0.0051   0   Good 
22314036 EN026_r02c05_Dep00Ch03_F20/0/02/2    39.35     0.66    1544.91     1.34    44.21  -0.0037   0   Good 
22314036 EN045_r03c02_Dep00Ch04_F00/0/00/1    87.38     0.63    1251.12     1.24    39.91  -0.0081   0   Good 
22314036 EN046_r03c03_Dep00Ch05_F00/0/01/0    46.46     0.66    1403.94     1.34    42.63  -0.0052   0   Good 
22314036 EN047_r03c04_Dep00Ch06_F00/0/01/1    54.86     0.64    1378.78     1.33    42.36  -0.0055   0   Good 
22314036 EN048_r03c05_Dep00Ch07_F00/0/02/0    61.13     0.64    1455.23     1.29    42.42  -0.0052   0   Good 
22314036 EN067_r04c02_Dep00Ch08_F00/0/00/3    83.82     0.59    1252.86     1.22    39.00  -0.0088   0   Good 
22314036 EN068_r04c03_Dep00Ch09_F00/0/01/2    60.56     0.65    1484.25     1.34    43.77  -0.0042   0   Good 
22314036 EN069_r04c04_Dep00Ch10_F00/0/01/3    49.17     0.62    1710.10     1.42    46.10  -0.0023   0   Good 
22314036 EN070_r04c05_Dep00Ch11_F00/0/02/2    78.55     0.66    1469.45     1.42    44.93  -0.0034   0   Good 
22314036 EN089_r05c02_Dep00Ch12_F01/0/00/1    52.90     0.66    1577.65     1.44    46.94  -0.0019   0   Good 
22314036 EN090_r05c03_Dep00Ch13_F01/0/01/0    49.46     0.66    1140.40     1.23    39.65  -0.0091   0   Good 
22314036 EN091_r05c04_Dep00Ch14_F01/0/01/1    54.31     0.66    1315.62     1.24    39.71  -0.0078   0   Good 
22314036 EN092_r05c05_Dep00Ch15_F01/0/02/0    50.05     0.65    1470.29     1.38    44.80  -0.0035   0   Good 
22314036 EN111_r06c02_Dep00Ch16_F01/0/00/3    77.90     0.65    1526.13     1.46    46.41  -0.0024   0   Good 
22314036 EN112_r06c03_Dep00Ch17_F01/0/01/2    44.53     0.62    1205.64     1.19    37.74  -0.0102   0   Good 
22314036 EN113_r06c04_Dep00Ch18_F01/0/01/3    71.77     0.65    1148.28     1.18    37.42  -0.0110   0   Good 
22314036 EN114_r06c05_Dep00Ch19_F01/0/02/2    41.36     0.66    1539.82     1.40    45.51  -0.0029   0   Good 
22314036 EN133_r07c02_Dep00Ch20_F22/0/00/1    44.50     0.65    1231.03     1.19    38.14  -0.0096   0   Good 
22314036 EN134_r07c03_Dep00Ch21_F22/0/01/0    72.26     0.65     944.44     1.04    33.91  -0.0170   0   Good 
22314036 EN135_r07c04_Dep00Ch22_F22/0/01/1    52.27     0.64    1077.23     1.13    36.56  -0.0125   0   Good 
22314036 EN136_r07c05_Dep00Ch23_F22/0/02/0    44.91     0.65    1255.02     1.19    38.86  -0.0089   0   Good 
22314036 EN155_r08c02_Dep00Ch24_F22/0/00/3    61.48     0.63     993.68     1.06    33.92  -0.0162   0   Good 
22314036 EN156_r08c03_Dep00Ch25_F22/0/01/2    54.56     0.64     918.66     1.05    34.07  -0.0173   0   Good 
22314036 EN157_r08c04_Dep00Ch26_F22/0/01/3    51.75     0.63    1001.87     1.08    34.74  -0.0152   0   Good 
22314036 EN158_r08c05_Dep00Ch27_F22/0/02/2    33.82     0.67    1310.15     1.23    40.12  -0.0075   0   Good 
22314036 EN177_r09c02_Dep00Ch28_F05/0/00/1    75.40     0.64     855.73     0.97    31.39  -0.0218   0   Good 
22314036 EN178_r09c03_Dep00Ch29_F05/0/01/0    52.76     0.67    1016.11     1.09    34.42  -0.0153   0   Good 
22314036 EN179_r09c04_Dep00Ch30_F05/0/01/1    82.91     0.66    1256.65     1.21    39.63  -0.0082   0   Good 
22314036 EN180_r09c05_Dep00Ch31_F05/0/02/0    67.16     0.65    1249.34     1.19    38.58  -0.0091   0   Good 
22314036 EN027_r02c06_Dep01Ch00_F20/0/02/3    75.77     0.63    1216.51     1.24    40.00  -0.0082   0   Good 
22314036 EN028_r02c07_Dep01Ch01_F20/0/03/2    62.96     0.64    1003.62     1.14    36.12  -0.0138   0   Good 
22314036 EN029_r02c08_Dep01Ch02_F20/0/03/3    85.20     0.63    1118.67     1.13    36.88  -0.0117   0   Good 
22314036 EN030_r02c09_Dep01Ch03_F20/0/04/2    44.27     0.64    1238.80     1.27    39.69  -0.0083   0   Good 
22314036 EN049_r03c06_Dep01Ch04_F00/0/02/1    43.80     0.63    1513.16     1.47    47.48  -0.0017   0   Good 
22314036 EN050_r03c07_Dep01Ch05_F00/0/03/0    87.08     0.63    1054.84     1.13    35.67  -0.0136   0   Good 
22314036 EN051_r03c08_Dep01Ch06_F00/0/03/1    63.56     0.63    1147.75     1.20    37.77  -0.0107   0   Good 
22314036 EN052_r03c09_Dep01Ch07_F00/0/04/0    71.42     0.63    1190.17     1.18    37.95  -0.0101   0   Good 
22314036 EN071_r04c06_Dep01Ch08_F00/0/02/3   110.84     0.62    1314.58     1.27    40.94  -0.0069   0   Good 
22314036 EN072_r04c07_Dep01Ch09_F00/0/03/2    86.74     0.65    1134.51     1.17    37.57  -0.0110   0   Good 
22314036 EN073_r04c08_Dep01Ch10_F00/0/03/3    65.88     0.62    1206.69     1.27    40.19  -0.0081   0   Good 
22314036 EN074_r04c09_Dep01Ch11_F00/0/04/2    65.56     0.64    1129.90     1.20    38.94  -0.0098   0   Good 
22314036 EN093_r05c06_Dep01Ch12_F01/0/02/1    54.06     0.64    1427.23     1.39    44.23  -0.0040   0   Good 
22314036 EN094_r05c07_Dep01Ch13_F01/0/03/0    70.98     0.62     884.02     1.05    33.62  -0.0185   0   Good 
22314036 EN095_r05c08_Dep01Ch14_F01/0/03/1    56.50     0.66     943.93     1.16    34.10  -0.0168   0   Good 
22314036 EN096_r05c09_Dep01Ch15_F01/0/04/0    65.12     0.64    1196.51     1.22    39.02  -0.0092   0   Good 
22314036 EN115_r06c06_Dep01Ch16_F01/0/02/3    74.24     0.64    1361.68     1.31    42.01  -0.0059   0   Good 
22314036 EN116_r06c07_Dep01Ch17_F01/0/03/2    47.36     0.64     950.86     1.06    33.45  -0.0174   0   Good 
22314036 EN117_r06c08_Dep01Ch18_F01/0/03/3    65.92     0.63    1186.02     1.16    37.57  -0.0105   0   Good 
22314036 EN118_r06c09_Dep01Ch19_F01/0/04/2    32.41     0.64    1265.12     1.28    40.18  -0.0078   0   Good 
22314036 EN137_r07c06_Dep01Ch20_F22/0/02/1    62.65     0.63    1292.31     1.32    42.27  -0.0060   0   Good 
22314036 EN138_r07c07_Dep01Ch21_F22/0/03/0    66.85     0.64    1326.51     1.26    39.78  -0.0077   0   Good 
22314036 EN139_r07c08_Dep01Ch22_F22/0/03/1    45.35     0.63    1693.10     1.43    46.23  -0.0022   0   Good 
22314036 EN140_r07c09_Dep01Ch23_F22/0/04/0   111.04     0.65    1306.04     1.29    40.70  -0.0071   0   Good 
22314036 EN159_r08c06_Dep01Ch24_F22/0/02/3    91.66     0.64    1513.23     1.29    42.95  -0.0047   0   Good 
22314036 EN160_r08c07_Dep01Ch25_F22/0/03/2    95.39     0.65    1343.69     1.22    39.13  -0.0081   0   Good 
22314036 EN161_r08c08_Dep01Ch26_F22/0/03/3    98.03     0.65    1641.32     1.48    47.35  -0.0016   0   Good 
22314036 EN162_r08c09_Dep01Ch27_F22/0/04/2    40.09     0.73    1252.16     1.18    38.55  -0.0091   0   Good 
22314036 EN181_r09c06_Dep01Ch28_F05/0/02/1    57.96     0.64    1496.43     1.33    43.06  -0.0046   0   Good 
22314036 EN182_r09c07_Dep01Ch29_F05/0/03/0    79.25     0.67    1612.76     1.39    47.43  -0.0016   0   Good 
22314036 EN183_r09c08_Dep01Ch30_F05/0/03/1    69.58     0.66    1647.50     1.42    45.55  -0.0027   0   Good 
22314036 EN184_r09c09_Dep01Ch31_F05/0/04/0    29.71     0.66    1315.52     1.25    40.30  -0.0074   0   Good 
22314036 EN031_r02c10_Dep02Ch00_F20/0/04/3    81.96     0.60    1090.57     1.15    36.06  -0.0128   0   Good 
