run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22308004 EN023_r02c02_Dep00Ch00_F20/0/00/3    52.94     0.64    1278.17     1.29    41.39  -0.0067   0   Good 
22308004 EN024_r02c03_Dep00Ch01_F20/0/01/2    33.73     0.65    1237.44     1.29    40.32  -0.0078   0   Good 
22308004 EN025_r02c04_Dep00Ch02_F20/0/01/3    54.04     0.66    1415.91     1.31    42.27  -0.0055   0   Good 
22308004 EN026_r02c05_Dep00Ch03_F20/0/02/2    40.09     0.66    1538.67     1.37    43.67  -0.0041   0   Good 
22308004 EN045_r03c02_Dep00Ch04_F00/0/00/1    87.69     0.62    1240.25     1.28    40.77  -0.0074   0   Good 
22308004 EN046_r03c03_Dep00Ch05_F00/0/01/0    46.84     0.66    1397.87     1.34    41.46  -0.0061   0   Good 
22308004 EN047_r03c04_Dep00Ch06_F00/0/01/1    54.15     0.65    1370.65     1.33    43.00  -0.0051   0   Good 
22308004 EN048_r03c05_Dep00Ch07_F00/0/02/0    62.68     0.66    1449.88     1.34    43.27  -0.0046   0   Good 
22308004 EN067_r04c02_Dep00Ch08_F00/0/00/3    82.32     0.63    1245.13     1.25    38.65  -0.0091   0   Good 
22308004 EN068_r04c03_Dep00Ch09_F00/0/01/2    61.80     0.64    1469.92     1.35    42.86  -0.0049   0   Good 
22308004 EN069_r04c04_Dep00Ch10_F00/0/01/3    49.38     0.64    1697.45     1.43    46.64  -0.0020   0   Good 
22308004 EN070_r04c05_Dep00Ch11_F00/0/02/2    78.67     0.65    1457.15     1.35    43.25  -0.0046   0   Good 
22308004 EN089_r05c02_Dep00Ch12_F01/0/00/1    54.04     0.67    1566.27     1.39    45.15  -0.0031   0   Good 
22308004 EN090_r05c03_Dep00Ch13_F01/0/01/0    50.38     0.66    1133.52     1.22    38.31  -0.0103   0   Good 
22308004 EN091_r05c04_Dep00Ch14_F01/0/01/1    55.31     0.67    1305.70     1.23    39.99  -0.0077   0   Good 
22308004 EN092_r05c05_Dep00Ch15_F01/0/02/0    50.57     0.65    1460.15     1.32    41.76  -0.0056   0   Good 
22308004 EN111_r06c02_Dep00Ch16_F01/0/00/3    78.08     0.69    1514.95     1.39    44.80  -0.0034   0   Good 
22308004 EN112_r06c03_Dep00Ch17_F01/0/01/2    45.86     0.66    1193.84     1.25    40.00  -0.0084   0   Good 
22308004 EN113_r06c04_Dep00Ch18_F01/0/01/3    71.46     0.65    1141.76     1.17    37.04  -0.0113   0   Good 
22308004 EN114_r06c05_Dep00Ch19_F01/0/02/2    41.56     0.67    1530.67     1.34    43.75  -0.0041   0   Good 
22308004 EN133_r07c02_Dep00Ch20_F22/0/00/1    45.67     0.67    1218.14     1.31    40.27  -0.0080   0   Good 
22308004 EN134_r07c03_Dep00Ch21_F22/0/01/0    72.57     0.66     937.89     1.07    34.16  -0.0169   0   Good 
22308004 EN135_r07c04_Dep00Ch22_F22/0/01/1    52.95     0.66    1070.14     1.10    34.81  -0.0142   0   Good 
22308004 EN136_r07c05_Dep00Ch23_F22/0/02/0    46.33     0.66    1246.11     1.18    38.10  -0.0096   0   Good 
22308004 EN155_r08c02_Dep00Ch24_F22/0/00/3    61.95     0.64     987.41     1.09    35.57  -0.0146   0   Good 
22308004 EN156_r08c03_Dep00Ch25_F22/0/01/2    54.49     0.63     910.97     1.00    32.54  -0.0192   0   Good 
22308004 EN157_r08c04_Dep00Ch26_F22/0/01/3    52.34     0.65     995.09     1.03    32.84  -0.0172   0   Good 
22308004 EN158_r08c05_Dep00Ch27_F22/0/02/2    35.09     0.68    1303.70     1.29    40.60  -0.0072   0   Good 
22308004 EN177_r09c02_Dep00Ch28_F05/0/00/1    76.13     0.64     849.67     0.98    31.24  -0.0221   0   Good 
22308004 EN178_r09c03_Dep00Ch29_F05/0/01/0    53.42     0.68    1011.04     1.10    35.17  -0.0147   0   Good 
22308004 EN179_r09c04_Dep00Ch30_F05/0/01/1    85.23     0.64    1248.92     1.20    38.44  -0.0093   0   Good 
22308004 EN180_r09c05_Dep00Ch31_F05/0/02/0    68.01     0.67    1243.47     1.22    39.03  -0.0088   0   Good 
22308004 EN027_r02c06_Dep01Ch00_F20/0/02/3    75.94     0.63    1207.86     1.26    39.63  -0.0086   0   Good 
22308004 EN028_r02c07_Dep01Ch01_F20/0/03/2    62.95     0.65     999.20     1.15    35.74  -0.0143   0   Good 
22308004 EN029_r02c08_Dep01Ch02_F20/0/03/3    85.16     0.63    1121.12     1.12    36.20  -0.0123   0   Good 
22308004 EN030_r02c09_Dep01Ch03_F20/0/04/2    43.68     0.64    1243.42     1.24    39.16  -0.0087   0   Good 
22308004 EN049_r03c06_Dep01Ch04_F00/0/02/1    44.61     0.62    1486.48     1.44    44.92  -0.0034   0   Good 
22308004 EN050_r03c07_Dep01Ch05_F00/0/03/0    86.88     0.65    1059.74     1.22    37.93  -0.0114   0   Good 
22308004 EN051_r03c08_Dep01Ch06_F00/0/03/1    63.58     0.66    1131.46     1.25    38.89  -0.0098   0   Good 
22308004 EN052_r03c09_Dep01Ch07_F00/0/04/0    72.07     0.63    1199.85     1.24    38.38  -0.0097   0   Good 
22308004 EN071_r04c06_Dep01Ch08_F00/0/02/3   108.70     0.60    1304.85     1.31    41.88  -0.0062   0   Good 
22308004 EN072_r04c07_Dep01Ch09_F00/0/03/2    87.49     0.63    1119.02     1.22    39.12  -0.0097   0   Good 
22308004 EN073_r04c08_Dep01Ch10_F00/0/03/3    65.59     0.62    1191.70     1.25    39.09  -0.0092   0   Good 
22308004 EN074_r04c09_Dep01Ch11_F00/0/04/2    65.07     0.65    1123.98     1.19    37.98  -0.0107   0   Good 
22308004 EN093_r05c06_Dep01Ch12_F01/0/02/1    54.44     0.63    1413.37     1.44    46.22  -0.0027   0   Good 
22308004 EN094_r05c07_Dep01Ch13_F01/0/03/0    71.43     0.59     871.13     1.05    33.38  -0.0191   0   Good 
22308004 EN095_r05c08_Dep01Ch14_F01/0/03/1    56.39     0.67     936.56     1.07    33.82  -0.0173   0   Good 
22308004 EN096_r05c09_Dep01Ch15_F01/0/04/0    64.04     0.63    1184.36     1.24    38.80  -0.0095   0   Good 
22308004 EN115_r06c06_Dep01Ch16_F01/0/02/3    74.08     0.65    1351.10     1.34    42.56  -0.0055   0   Good 
22308004 EN116_r06c07_Dep01Ch17_F01/0/03/2    47.39     0.64     937.41     1.00    32.71  -0.0184   0   Good 
22308004 EN117_r06c08_Dep01Ch18_F01/0/03/3    67.93     0.63    1180.50     1.25    39.12  -0.0092   0   Good 
22308004 EN118_r06c09_Dep01Ch19_F01/0/04/2    32.34     0.64    1256.54     1.25    40.14  -0.0078   0   Good 
22308004 EN137_r07c06_Dep01Ch20_F22/0/02/1    62.38     0.64    1285.90     1.21    39.43  -0.0082   0   Good 
22308004 EN138_r07c07_Dep01Ch21_F22/0/03/0    67.38     0.64    1318.48     1.31    41.95  -0.0061   0   Good 
22308004 EN139_r07c08_Dep01Ch22_F22/0/03/1    45.84     0.64    1687.95     1.45    47.81  -0.0013   0   Good 
22308004 EN140_r07c09_Dep01Ch23_F22/0/04/0   110.53     0.65    1298.77     1.23    39.36  -0.0082   0   Good 
22308004 EN159_r08c06_Dep01Ch24_F22/0/02/3    93.25     0.62    1500.67     1.33    42.78  -0.0048   0   Good 
22308004 EN160_r08c07_Dep01Ch25_F22/0/03/2    95.39     0.65    1333.45     1.25    39.48  -0.0079   0   Good 
22308004 EN161_r08c08_Dep01Ch26_F22/0/03/3    98.08     0.63    1635.81     1.48    47.70  -0.0014   0   Good 
22308004 EN162_r08c09_Dep01Ch27_F22/0/04/2    39.58     0.73    1247.57     1.27    38.92  -0.0089   0   Good 
22308004 EN181_r09c06_Dep01Ch28_F05/0/02/1    58.89     0.64    1487.46     1.28    40.58  -0.0063   0   Good 
22308004 EN182_r09c07_Dep01Ch29_F05/0/03/0    81.39     0.66    1603.18     1.42    45.45  -0.0028   0   Good 
22308004 EN183_r09c08_Dep01Ch30_F05/0/03/1    69.66     0.65    1646.09     1.46    46.20  -0.0023   0   Good 
22308004 EN184_r09c09_Dep01Ch31_F05/0/04/0    30.16     0.67    1304.76     1.28    41.50  -0.0065   0   Good 
22308004 EN031_r02c10_Dep02Ch00_F20/0/04/3    82.64     0.60    1092.08     1.16    37.23  -0.0117   0   Good 
22308004 EN032_r02c11_Dep02Ch01_F20/0/05/2    17.66     0.62     871.56     1.02    32.56  -0.0200   0   Good 
22308004 EN033_r02c12_Dep02Ch02_F20/0/05/3    95.86     0.60     843.83     0.99    31.43  -0.0220   0   Good 
22308004 EN034_r02c13_Dep02Ch03_F20/0/06/2    92.31     0.64     831.93     0.94    30.24  -0.0238   0   Good 
22308004 EN053_r03c10_Dep02Ch04_F00/0/04/1    66.07     0.62    1042.31     1.13    35.67  -0.0137   0   Good 
22308004 EN054_r03c11_Dep02Ch05_F00/0/05/0    57.29     0.62    1004.69     1.12    36.24  -0.0137   0   Good 
22308004 EN055_r03c12_Dep02Ch06_F00/0/05/1    66.54     0.62     933.58     1.06    33.51  -0.0177   0   Good 
22308004 EN056_r03c13_Dep02Ch07_F00/0/06/0    84.39     0.63    1500.33     1.36    43.97  -0.0040   0   Good 
22308004 EN075_r04c10_Dep02Ch08_F00/0/04/3    73.95     0.63    1195.71     1.19    38.55  -0.0096   0   Good 
