run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22313037 EN023_r02c02_Dep00Ch00_F20/0/00/3    52.91     0.64    1288.32     1.31    41.93  -0.0063   0   Good 
22313037 EN024_r02c03_Dep00Ch01_F20/0/01/2    33.21     0.64    1249.03     1.27    41.13  -0.0071   0   Good 
22313037 EN025_r02c04_Dep00Ch02_F20/0/01/3    53.34     0.65    1422.94     1.28    42.39  -0.0053   0   Good 
22313037 EN026_r02c05_Dep00Ch03_F20/0/02/2    39.31     0.66    1551.01     1.42    45.37  -0.0030   0   Good 
22313037 EN045_r03c02_Dep00Ch04_F00/0/00/1    87.68     0.63    1249.91     1.19    38.56  -0.0092   0   Good 
22313037 EN046_r03c03_Dep00Ch05_F00/0/01/0    46.49     0.64    1406.82     1.30    42.24  -0.0055   0   Good 
22313037 EN047_r03c04_Dep00Ch06_F00/0/01/1    55.98     0.64    1381.85     1.25    40.55  -0.0068   0   Good 
22313037 EN048_r03c05_Dep00Ch07_F00/0/02/0    61.51     0.65    1460.74     1.30    42.94  -0.0048   0   Good 
22313037 EN067_r04c02_Dep00Ch08_F00/0/00/3    84.30     0.60    1254.70     1.26    41.06  -0.0071   0   Good 
22313037 EN068_r04c03_Dep00Ch09_F00/0/01/2    61.48     0.63    1483.68     1.34    42.22  -0.0052   0   Good 
22313037 EN069_r04c04_Dep00Ch10_F00/0/01/3    49.98     0.64    1710.83     1.39    45.42  -0.0027   0   Good 
22313037 EN070_r04c05_Dep00Ch11_F00/0/02/2    78.44     0.65    1471.19     1.36    42.00  -0.0054   0   Good 
22313037 EN089_r05c02_Dep00Ch12_F01/0/00/1    52.87     0.65    1575.25     1.45    47.00  -0.0019   0   Good 
22313037 EN090_r05c03_Dep00Ch13_F01/0/01/0    49.78     0.66    1141.14     1.20    37.69  -0.0108   0   Good 
22313037 EN091_r05c04_Dep00Ch14_F01/0/01/1    54.92     0.67    1318.60     1.19    37.80  -0.0092   0   Good 
22313037 EN092_r05c05_Dep00Ch15_F01/0/02/0    49.54     0.65    1469.38     1.37    43.91  -0.0041   0   Good 
22313037 EN111_r06c02_Dep00Ch16_F01/0/00/3    78.52     0.65    1530.29     1.43    46.50  -0.0023   0   Good 
22313037 EN112_r06c03_Dep00Ch17_F01/0/01/2    45.29     0.65    1205.32     1.23    39.75  -0.0085   0   Good 
22313037 EN113_r06c04_Dep00Ch18_F01/0/01/3    72.73     0.63    1151.38     1.18    36.99  -0.0113   0   Good 
