run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22313030 EN023_r02c02_Dep00Ch00_F20/0/00/3    51.63     0.66    1291.96     1.29    41.77  -0.0064   0   Good 
22313030 EN024_r02c03_Dep00Ch01_F20/0/01/2    33.15     0.64    1249.37     1.18    38.82  -0.0089   0   Good 
22313030 EN025_r02c04_Dep00Ch02_F20/0/01/3    52.88     0.64    1425.24     1.31    42.54  -0.0052   0   Good 
22313030 EN026_r02c05_Dep00Ch03_F20/0/02/2    38.69     0.66    1548.32     1.41    46.43  -0.0023   0   Good 
22313030 EN045_r03c02_Dep00Ch04_F00/0/00/1    87.61     0.64    1253.46     1.26    40.15  -0.0079   0   Good 
22313030 EN046_r03c03_Dep00Ch05_F00/0/01/0    46.49     0.66    1407.11     1.31    43.22  -0.0048   0   Good 
22313030 EN047_r03c04_Dep00Ch06_F00/0/01/1    54.44     0.63    1383.01     1.25    40.21  -0.0071   0   Good 
22313030 EN048_r03c05_Dep00Ch07_F00/0/02/0    61.42     0.63    1460.08     1.36    43.26  -0.0046   0   Good 
22313030 EN067_r04c02_Dep00Ch08_F00/0/00/3    83.87     0.61    1255.34     1.22    39.00  -0.0088   0   Good 
22313030 EN068_r04c03_Dep00Ch09_F00/0/01/2    60.36     0.63    1488.11     1.42    45.03  -0.0033   0   Good 
22313030 EN069_r04c04_Dep00Ch10_F00/0/01/3    48.84     0.64    1714.89     1.46    48.14  -0.0011   0   Good 
22313030 EN070_r04c05_Dep00Ch11_F00/0/02/2    78.00     0.66    1472.95     1.33    42.91  -0.0048   0   Good 
22313030 EN089_r05c02_Dep00Ch12_F01/0/00/1    52.80     0.65    1580.86     1.45    47.13  -0.0018   0   Good 
22313030 EN090_r05c03_Dep00Ch13_F01/0/01/0    49.25     0.67    1144.17     1.15    36.98  -0.0114   0   Good 
22313030 EN091_r05c04_Dep00Ch14_F01/0/01/1    54.61     0.67    1317.33     1.31    39.59  -0.0079   0   Good 
22313030 EN092_r05c05_Dep00Ch15_F01/0/02/0    49.36     0.64    1474.01     1.30    41.91  -0.0055   0   Good 
22313030 EN111_r06c02_Dep00Ch16_F01/0/00/3    77.26     0.65    1531.04     1.35    44.32  -0.0037   0   Good 
22313030 EN112_r06c03_Dep00Ch17_F01/0/01/2    44.67     0.64    1206.34     1.20    38.15  -0.0098   0   Good 
22313030 EN113_r06c04_Dep00Ch18_F01/0/01/3    71.69     0.65    1151.82     1.22    38.47  -0.0100   0   Good 
22313030 EN114_r06c05_Dep00Ch19_F01/0/02/2    40.73     0.65    1545.51     1.37    44.11  -0.0038   0   Good 
22313030 EN133_r07c02_Dep00Ch20_F22/0/00/1    44.54     0.64    1229.50     1.26    40.11  -0.0080   0   Good 
22313030 EN134_r07c03_Dep00Ch21_F22/0/01/0    71.94     0.65     948.18     1.03    33.14  -0.0178   0   Good 
22313030 EN135_r07c04_Dep00Ch22_F22/0/01/1    52.53     0.65    1080.61     1.12    35.78  -0.0132   0   Good 
22313030 EN136_r07c05_Dep00Ch23_F22/0/02/0    45.05     0.65    1258.96     1.21    38.78  -0.0089   0   Good 
22313030 EN155_r08c02_Dep00Ch24_F22/0/00/3    60.86     0.62     995.52     1.09    34.43  -0.0156   0   Good 
22313030 EN156_r08c03_Dep00Ch25_F22/0/01/2    54.72     0.65     920.87     1.07    34.29  -0.0171   0   Good 
22313030 EN157_r08c04_Dep00Ch26_F22/0/01/3    51.76     0.63    1003.92     1.08    34.27  -0.0157   0   Good 
22313030 EN158_r08c05_Dep00Ch27_F22/0/02/2    34.21     0.67    1312.68     1.20    38.93  -0.0084   0   Good 
22313030 EN177_r09c02_Dep00Ch28_F05/0/00/1    76.11     0.65     856.72     1.03    30.98  -0.0222   0   Good 
22313030 EN178_r09c03_Dep00Ch29_F05/0/01/0    52.45     0.67    1022.55     1.12    35.76  -0.0139   0   Good 
22313030 EN179_r09c04_Dep00Ch30_F05/0/01/1    82.51     0.66    1261.95     1.22    39.22  -0.0085   0   Good 
22313030 EN180_r09c05_Dep00Ch31_F05/0/02/0    67.05     0.65    1252.00     1.20    38.42  -0.0092   0   Good 
22313030 EN027_r02c06_Dep01Ch00_F20/0/02/3    75.66     0.62    1219.05     1.25    39.02  -0.0090   0   Good 
22313030 EN028_r02c07_Dep01Ch01_F20/0/03/2    62.60     0.63    1007.06     1.21    37.66  -0.0122   0   Good 
22313030 EN029_r02c08_Dep01Ch02_F20/0/03/3    85.06     0.63    1121.81     1.13    36.88  -0.0117   0   Good 
22313030 EN030_r02c09_Dep01Ch03_F20/0/04/2    44.22     0.63    1240.63     1.24    39.40  -0.0085   0   Good 
22313030 EN049_r03c06_Dep01Ch04_F00/0/02/1    44.66     0.59    1514.19     1.38    45.38  -0.0030   0   Good 
22313030 EN050_r03c07_Dep01Ch05_F00/0/03/0    86.33     0.64    1058.19     1.20    37.38  -0.0119   0   Good 
22313030 EN051_r03c08_Dep01Ch06_F00/0/03/1    63.05     0.64    1150.36     1.21    39.31  -0.0093   0   Good 
22313030 EN052_r03c09_Dep01Ch07_F00/0/04/0    71.17     0.63    1188.98     1.22    39.59  -0.0088   0   Good 
22313030 EN071_r04c06_Dep01Ch08_F00/0/02/3   110.20     0.61    1315.12     1.23    40.24  -0.0074   0   Good 
22313030 EN072_r04c07_Dep01Ch09_F00/0/03/2    87.06     0.62    1137.54     1.19    38.08  -0.0105   0   Good 
22313030 EN073_r04c08_Dep01Ch10_F00/0/03/3    65.12     0.62    1210.35     1.21    38.60  -0.0094   0   Good 
22313030 EN074_r04c09_Dep01Ch11_F00/0/04/2    63.27     0.64    1132.92     1.17    35.86  -0.0125   0   Good 
22313030 EN093_r05c06_Dep01Ch12_F01/0/02/1    53.77     0.62    1433.86     1.42    43.85  -0.0043   0   Good 
