run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22321032 EN023_r02c02_Dep00Ch00_F20/0/00/3    51.83     0.67    1265.89     1.27    41.13  -0.0070   0   Good 
22321032 EN024_r02c03_Dep00Ch01_F20/0/01/2    32.81     0.65    1228.09     1.24    39.51  -0.0085   0   Good 
22321032 EN025_r02c04_Dep00Ch02_F20/0/01/3    52.58     0.65    1399.44     1.36    42.65  -0.0053   0   Good 
22321032 EN026_r02c05_Dep00Ch03_F20/0/02/2    39.22     0.66    1523.29     1.43    47.03  -0.0019   0   Good 
22321032 EN045_r03c02_Dep00Ch04_F00/0/00/1    87.49     0.65    1232.31     1.25    40.06  -0.0081   0   Good 
22321032 EN046_r03c03_Dep00Ch05_F00/0/01/0    46.71     0.64    1379.18     1.25    41.19  -0.0064   0   Good 
22321032 EN047_r03c04_Dep00Ch06_F00/0/01/1    54.19     0.64    1358.67     1.32    41.87  -0.0060   0   Good 
22321032 EN048_r03c05_Dep00Ch07_F00/0/02/0    61.44     0.66    1433.81     1.34    43.44  -0.0046   0   Good 
22321032 EN067_r04c02_Dep00Ch08_F00/0/00/3    84.50     0.60    1233.67     1.13    37.00  -0.0105   0   Good 
22321032 EN068_r04c03_Dep00Ch09_F00/0/01/2    60.45     0.65    1457.92     1.31    42.47  -0.0052   0   Good 
22321032 EN069_r04c04_Dep00Ch10_F00/0/01/3    49.13     0.65    1680.67     1.47    47.58  -0.0014   0   Good 
22321032 EN070_r04c05_Dep00Ch11_F00/0/02/2    77.88     0.68    1446.00     1.37    42.76  -0.0050   0   Good 
22321032 EN089_r05c02_Dep00Ch12_F01/0/00/1    53.29     0.66    1552.13     1.42    45.05  -0.0032   0   Good 
22321032 EN090_r05c03_Dep00Ch13_F01/0/01/0    48.89     0.68    1118.74     1.15    36.61  -0.0120   0   Good 
22321032 EN091_r05c04_Dep00Ch14_F01/0/01/1    54.82     0.67    1290.13     1.24    39.98  -0.0078   0   Good 
22321032 EN092_r05c05_Dep00Ch15_F01/0/02/0    49.76     0.68    1444.24     1.32    43.24  -0.0047   0   Good 
22321032 EN111_r06c02_Dep00Ch16_F01/0/00/3    78.14     0.66    1505.62     1.47    47.25  -0.0018   0   Good 
