run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23014032 EN023_r02c02_Dep00Ch00_F20/0/00/3    57.46     0.60    1021.65     0.67    20.54  -0.0288   0   Good 
23014032 EN024_r02c03_Dep00Ch01_F20/0/01/2    38.57     0.65    1002.09     0.69    20.27  -0.0297   0   Good 
23014032 EN025_r02c04_Dep00Ch02_F20/0/01/3    59.52     0.63    1137.65     0.85    22.37  -0.0243   0   Good 
23014032 EN026_r02c05_Dep00Ch03_F20/0/02/2    44.56     0.64    1237.95     0.80    23.47  -0.0214   0   Good 
23014032 EN045_r03c02_Dep00Ch04_F00/0/00/1    93.67     0.64     972.93     0.72    21.16  -0.0296   0   Good 
23014032 EN046_r03c03_Dep00Ch05_F00/0/01/0    52.52     0.63    1089.24     0.81    21.52  -0.0261   0   Good 
23014032 EN047_r03c04_Dep00Ch06_F00/0/01/1    60.04     0.63    1051.05     0.75    21.37  -0.0272   0   Good 
23014032 EN048_r03c05_Dep00Ch07_F00/0/02/0    66.92     0.59    1131.90     0.95    23.70  -0.0232   0   Good 
23014032 EN067_r04c02_Dep00Ch08_F00/0/00/3    88.19     0.63     971.30     0.69    20.25  -0.0306   0   Good 
23014032 EN068_r04c03_Dep00Ch09_F00/0/01/2    66.47     0.65    1149.82     0.84    23.01  -0.0235   0   Good 
23014032 EN069_r04c04_Dep00Ch10_F00/0/01/3    54.99     0.64    1314.08     0.91    25.10  -0.0189   0   Good 
23014032 EN070_r04c05_Dep00Ch11_F00/0/02/2    83.74     0.66    1132.54     0.84    22.94  -0.0239   0   Good 
23014032 EN089_r05c02_Dep00Ch12_F01/0/00/1    60.65     0.65    1230.46     0.82    22.98  -0.0220   0   Good 
23014032 EN090_r05c03_Dep00Ch13_F01/0/01/0    55.43     0.66     901.23     0.72    20.52  -0.0327   0   Good 
23014032 EN091_r05c04_Dep00Ch14_F01/0/01/1    60.89     0.71    1044.35     0.66    19.80  -0.0289   0   Good 
23014032 EN092_r05c05_Dep00Ch15_F01/0/02/0    55.66     0.64    1138.56     0.73    22.78  -0.0239   0   Good 
23014032 EN111_r06c02_Dep00Ch16_F01/0/00/3    83.44     0.65    1182.92     1.04    26.14  -0.0202   0   Good 
23014032 EN112_r06c03_Dep00Ch17_F01/0/01/2    50.35     0.63     947.65     0.76    20.40  -0.0312   0   Good 
23014032 EN113_r06c04_Dep00Ch18_F01/0/01/3    77.82     0.67     908.84     0.65    18.47  -0.0347   0   Good 
23014032 EN114_r06c05_Dep00Ch19_F01/0/02/2    46.16     0.64    1194.63     0.82    23.80  -0.0219   0   Good 
23014032 EN133_r07c02_Dep00Ch20_F22/0/00/1    50.60     0.64     947.05     0.78    21.59  -0.0300   0   Good 
23014032 EN134_r07c03_Dep00Ch21_F22/0/01/0    77.89     0.65     736.95     0.58    16.85  -0.0450   0   Good 
23014032 EN135_r07c04_Dep00Ch22_F22/0/01/1    58.26     0.65     841.85     0.63    18.66  -0.0372   0   Good 
23014032 EN136_r07c05_Dep00Ch23_F22/0/02/0    51.08     0.65     978.30     0.74    21.02  -0.0296   0   Good 
23014032 EN155_r08c02_Dep00Ch24_F22/0/00/3    67.08     0.65     772.93     0.65    19.09  -0.0400   0   Good 
23014032 EN156_r08c03_Dep00Ch25_F22/0/01/2    60.66     0.67     714.03     0.58    17.20  -0.0459   0   Good 
23014032 EN157_r08c04_Dep00Ch26_F22/0/01/3    57.66     0.66     791.28     0.56    16.46  -0.0424   0   Good 
23014032 EN158_r08c05_Dep00Ch27_F22/0/02/2    39.43     0.68    1036.36     0.62    19.00  -0.0299   0   Good 
23014032 EN177_r09c02_Dep00Ch28_F05/0/00/1    81.57     0.67     662.45     0.52    15.71  -0.0518   0   Good 
23014032 EN178_r09c03_Dep00Ch29_F05/0/01/0    58.55     0.68     808.10     0.59    17.22  -0.0406   0   Good 
23014032 EN179_r09c04_Dep00Ch30_F05/0/01/1    88.06     0.65     987.42     0.67    19.07  -0.0313   0   Good 
23014032 EN180_r09c05_Dep00Ch31_F05/0/02/0    72.25     0.66     994.38     0.62    18.67  -0.0315   0   Good 
23014032 EN027_r02c06_Dep01Ch00_F20/0/02/3    81.99     0.65     955.06     0.82    23.10  -0.0282   0   Good 
23014032 EN028_r02c07_Dep01Ch01_F20/0/03/2    68.81     0.65     795.42     0.66    18.92  -0.0391   0   Good 
23014032 EN029_r02c08_Dep01Ch02_F20/0/03/3    91.36     0.62     897.04     0.69    20.02  -0.0334   0   Good 
23014032 EN030_r02c09_Dep01Ch03_F20/0/04/2    49.10     0.64    1010.60     0.69    20.70  -0.0290   0   Good 
