run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22354044 EN023_r02c02_Dep00Ch00_F20/0/00/3    56.83     0.63     478.03     0.52    16.70  -0.0697   0   Good 
22354044 EN024_r02c03_Dep00Ch01_F20/0/01/2    38.18     0.65     464.93     0.51    16.28  -0.0725   0   Good 
22354044 EN025_r02c04_Dep00Ch02_F20/0/01/3    58.84     0.64     534.26     0.55    17.65  -0.0606   0   Good 
22354044 EN026_r02c05_Dep00Ch03_F20/0/02/2    44.29     0.65     579.02     0.57    18.32  -0.0547   0   Good 
22354044 EN045_r03c02_Dep00Ch04_F00/0/00/1    92.43     0.64     464.19     0.51    16.24  -0.0727   0   Good 
22354044 EN046_r03c03_Dep00Ch05_F00/0/01/0    51.36     0.64     520.64     0.51    16.42  -0.0645   0   Good 
22354044 EN047_r03c04_Dep00Ch06_F00/0/01/1    59.09     0.66     506.15     0.54    17.23  -0.0647   0   Good 
22354044 EN048_r03c05_Dep00Ch07_F00/0/02/0    66.23     0.57     543.39     0.56    17.70  -0.0594   0   Good 
22354044 EN067_r04c02_Dep00Ch08_F00/0/00/3    86.26     0.62     463.30     0.52    16.26  -0.0728   0   Good 
22354044 EN068_r04c03_Dep00Ch09_F00/0/01/2    65.77     0.65     549.72     0.57    18.11  -0.0580   0   Good 
22354044 EN069_r04c04_Dep00Ch10_F00/0/01/3    54.11     0.63     631.30     0.58    18.76  -0.0495   0   Good 
22354044 EN070_r04c05_Dep00Ch11_F00/0/02/2    82.93     0.66     544.88     0.56    18.17  -0.0584   0   Good 
22354044 EN089_r05c02_Dep00Ch12_F01/0/00/1    58.69     0.66     583.67     0.58    18.71  -0.0536   0   Good 
22354044 EN090_r05c03_Dep00Ch13_F01/0/01/0    53.94     0.65     421.82     0.47    14.69  -0.0837   0   Good 
22354044 EN091_r05c04_Dep00Ch14_F01/0/01/1    59.78     0.67     488.57     0.50    16.02  -0.0695   0   Good 
22354044 EN092_r05c05_Dep00Ch15_F01/0/02/0    55.38     0.64     545.82     0.58    17.90  -0.0588   0   Good 
22354044 EN111_r06c02_Dep00Ch16_F01/0/00/3    82.55     0.63     566.33     0.58    18.17  -0.0562   0   Good 
22354044 EN112_r06c03_Dep00Ch17_F01/0/01/2    49.66     0.64     443.61     0.48    15.35  -0.0781   0   Good 
22354044 EN113_r06c04_Dep00Ch18_F01/0/01/3    77.49     0.66     426.61     0.49    15.74  -0.0803   0   Good 
22354044 EN114_r06c05_Dep00Ch19_F01/0/02/2    45.40     0.59     574.34     0.57    17.88  -0.0559   0   Good 
22354044 EN133_r07c02_Dep00Ch20_F22/0/00/1    49.16     0.67     452.10     0.54    16.46  -0.0742   0   Good 
22354044 EN134_r07c03_Dep00Ch21_F22/0/01/0    76.46     0.63     348.22     0.43    13.65  -0.1044   0   Good 
22354044 EN135_r07c04_Dep00Ch22_F22/0/01/1    57.07     0.65     400.95     0.46    15.00  -0.0873   0   Good 
22354044 EN136_r07c05_Dep00Ch23_F22/0/02/0    50.39     0.66     469.29     0.49    15.58  -0.0733   0   Good 
22354044 EN155_r08c02_Dep00Ch24_F22/0/00/3    66.02     0.65     366.58     0.44    13.77  -0.0988   0   Good 
22354044 EN156_r08c03_Dep00Ch25_F22/0/01/2    59.41     0.66     338.37     0.43    13.64  -0.1075   0   Good 
22354044 EN157_r08c04_Dep00Ch26_F22/0/01/3    57.07     0.64     374.18     0.43    13.75  -0.0969   0   Good 
