run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23079054 EN023_r02c02_Dep00Ch00_F20/0/00/3    60.07     0.68    1010.00     0.82    21.95  -0.0278   0   Good 
23079054 EN024_r02c03_Dep00Ch01_F20/0/01/2    41.37     0.69    1005.29     0.77    21.32  -0.0285   0   Good 
23079054 EN025_r02c04_Dep00Ch02_F20/0/01/3    61.26     0.64    1136.18     0.86    23.53  -0.0233   0   Good 
23079054 EN026_r02c05_Dep00Ch03_F20/0/02/2    47.07     0.70    1216.65     0.78    23.80  -0.0215   0   Good 
23079054 EN045_r03c02_Dep00Ch04_F00/0/00/1    96.20     0.69     964.37     0.76    21.95  -0.0291   0   Good 
23079054 EN046_r03c03_Dep00Ch05_F00/0/01/0    55.16     0.68    1088.06     0.84    21.35  -0.0263   0   Good 
23079054 EN047_r03c04_Dep00Ch06_F00/0/01/1    63.24     0.68    1049.57     0.81    22.81  -0.0259   0   Good 
23079054 EN048_r03c05_Dep00Ch07_F00/0/02/0    70.09     0.69    1129.05     0.80    23.61  -0.0234   0   Good 
23079054 EN067_r04c02_Dep00Ch08_F00/0/00/3    91.61     0.66     956.73     0.69    20.63  -0.0307   0   Good 
23079054 EN068_r04c03_Dep00Ch09_F00/0/01/2    69.33     0.68    1132.86     0.82    24.06  -0.0229   0   Good 
23079054 EN069_r04c04_Dep00Ch10_F00/0/01/3    57.78     0.68    1309.21     0.83    25.89  -0.0184   0   Good 
23079054 EN070_r04c05_Dep00Ch11_F00/0/02/2    86.18     0.68    1130.71     0.91    23.77  -0.0232   0   Good 
23079054 EN089_r05c02_Dep00Ch12_F01/0/00/1    63.73     0.71    1207.47     0.87    24.73  -0.0209   0   Good 
23079054 EN090_r05c03_Dep00Ch13_F01/0/01/0    58.44     0.71     903.36     0.71    20.80  -0.0323   0   Good 
23079054 EN091_r05c04_Dep00Ch14_F01/0/01/1    63.57     0.61    1028.59     0.75    20.76  -0.0284   0   Good 
23079054 EN092_r05c05_Dep00Ch15_F01/0/02/0    59.11     0.69    1123.45     0.85    22.80  -0.0242   0   Good 
23079054 EN111_r06c02_Dep00Ch16_F01/0/00/3    87.62     0.71    1180.56     1.03    27.54  -0.0190   0   Good 
23079054 EN112_r06c03_Dep00Ch17_F01/0/01/2    53.18     0.72     933.30     0.72    20.54  -0.0316   0   Good 
23079054 EN113_r06c04_Dep00Ch18_F01/0/01/3    81.40     0.72     910.69     0.78    20.35  -0.0326   0   Good 
23079054 EN114_r06c05_Dep00Ch19_F01/0/02/2    50.00     0.71    1183.43     0.93    25.20  -0.0210   0   Good 
23079054 EN133_r07c02_Dep00Ch20_F22/0/00/1    53.64     0.70     938.65     0.79    23.25  -0.0285   0   Good 
23079054 EN134_r07c03_Dep00Ch21_F22/0/01/0    80.77     0.68     711.96     0.58    17.10  -0.0462   0   Good 
23079054 EN135_r07c04_Dep00Ch22_F22/0/01/1    61.70     0.74     836.97     0.62    18.77  -0.0373   0   Good 
23079054 EN136_r07c05_Dep00Ch23_F22/0/02/0    54.38     0.71     983.55     0.79    21.99  -0.0285   0   Good 
23079054 EN155_r08c02_Dep00Ch24_F22/0/00/3    70.54     0.68     766.97     0.62    18.52  -0.0410   0   Good 
23079054 EN156_r08c03_Dep00Ch25_F22/0/01/2    64.76     0.71     702.04     0.61    17.65  -0.0461   0   Good 
23079054 EN157_r08c04_Dep00Ch26_F22/0/01/3    60.77     0.71     784.29     0.60    18.02  -0.0408   0   Good 
23079054 EN158_r08c05_Dep00Ch27_F22/0/02/2    42.33     0.69    1024.00     0.75    20.58  -0.0287   0   Good 
23079054 EN177_r09c02_Dep00Ch28_F05/0/00/1    85.37     0.71     635.71     0.57    16.10  -0.0533   0   Good 
23079054 EN178_r09c03_Dep00Ch29_F05/0/01/0    63.15     0.73     797.75     0.62    18.29  -0.0397   0   Good 
23079054 EN179_r09c04_Dep00Ch30_F05/0/01/1    92.68     0.72     975.52     0.64    19.63  -0.0311   0   Good 
23079054 EN180_r09c05_Dep00Ch31_F05/0/02/0    76.32     0.75     987.10     0.67    19.62  -0.0308   0   Good 
23079054 EN027_r02c06_Dep01Ch00_F20/0/02/3    84.60     0.67     943.23     0.81    23.08  -0.0285   0   Good 
23079054 EN028_r02c07_Dep01Ch01_F20/0/03/2    71.77     0.63     779.58     0.75    20.37  -0.0380   0   Good 
23079054 EN029_r02c08_Dep01Ch02_F20/0/03/3    93.86     0.65     898.92     0.69    20.41  -0.0329   0   Good 
23079054 EN030_r02c09_Dep01Ch03_F20/0/04/2    50.04     0.63     988.29     0.75    21.18  -0.0292   0   Good 
23079054 EN049_r03c06_Dep01Ch04_F00/0/02/1    55.63     0.66    1130.64     0.94    25.81  -0.0214   0   Good 
23079054 EN050_r03c07_Dep01Ch05_F00/0/03/0    95.40     0.64     828.74     0.82    21.18  -0.0348   0   Good 
23079054 EN051_r03c08_Dep01Ch06_F00/0/03/1    72.19     0.67     866.54     0.76    20.38  -0.0342   0   Good 
23079054 EN052_r03c09_Dep01Ch07_F00/0/04/0    79.68     0.66     944.87     0.69    20.71  -0.0310   0   Good 
23079054 EN071_r04c06_Dep01Ch08_F00/0/02/3   113.59     0.65     996.47     0.78    23.06  -0.0270   0   Good 
23079054 EN072_r04c07_Dep01Ch09_F00/0/03/2    95.87     0.66     890.01     0.82    21.69  -0.0318   0   Good 
23079054 EN073_r04c08_Dep01Ch10_F00/0/03/3    74.45     0.66     934.99     0.75    21.05  -0.0310   0   Good 
23079054 EN074_r04c09_Dep01Ch11_F00/0/04/2    71.99     0.67     891.35     0.71    20.28  -0.0333   0   Good 
23079054 EN093_r05c06_Dep01Ch12_F01/0/02/1    64.24     0.67    1062.90     1.00    26.19  -0.0224   0   Good 
