run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22339024 EN023_r02c02_Dep00Ch00_F20/0/00/3    55.32     0.62       7.00     0.42     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN024_r02c03_Dep00Ch01_F20/0/01/2    36.54     0.62       7.00     0.43     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN025_r02c04_Dep00Ch02_F20/0/01/3    56.60     0.64       7.00     0.42     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN026_r02c05_Dep00Ch03_F20/0/02/2    42.88     0.64       7.00     0.49     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN045_r03c02_Dep00Ch04_F00/0/00/1    90.97     0.63       7.00    15.29     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN046_r03c03_Dep00Ch05_F00/0/01/0    50.44     0.63       7.00     0.41     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN047_r03c04_Dep00Ch06_F00/0/01/1    57.43     0.63       7.00     0.40     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN048_r03c05_Dep00Ch07_F00/0/02/0    64.98     0.64       7.00    14.75     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN067_r04c02_Dep00Ch08_F00/0/00/3    84.20     0.63       7.00    12.60     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN068_r04c03_Dep00Ch09_F00/0/01/2    64.16     0.63       7.00    12.55     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN069_r04c04_Dep00Ch10_F00/0/01/3    53.06     0.63       7.00    12.72     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN070_r04c05_Dep00Ch11_F00/0/02/2    81.31     0.63       7.00     0.39     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN089_r05c02_Dep00Ch12_F01/0/00/1    57.75     0.64       7.00    14.44     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN090_r05c03_Dep00Ch13_F01/0/01/0    53.02     0.62       7.00     0.47     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN091_r05c04_Dep00Ch14_F01/0/01/1    59.01     0.66       7.00     0.41     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN092_r05c05_Dep00Ch15_F01/0/02/0    53.67     0.64       7.00     0.45     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN111_r06c02_Dep00Ch16_F01/0/00/3    81.25     0.64       7.00     0.37     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN112_r06c03_Dep00Ch17_F01/0/01/2    48.27     0.62       7.00     0.40     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN113_r06c04_Dep00Ch18_F01/0/01/3    76.75     0.65       7.00     0.42     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN114_r06c05_Dep00Ch19_F01/0/02/2    44.61     0.63       7.00     0.42     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN133_r07c02_Dep00Ch20_F22/0/00/1    48.67     0.65       7.00     0.42     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN134_r07c03_Dep00Ch21_F22/0/01/0    75.61     0.62       7.00     0.44     0.00  -7.1429   4   Led LedOrFeeOff?
22339024 EN135_r07c04_Dep00Ch22_F22/0/01/1    56.17     0.63       7.00    12.89     0.00  -7.1429   4   Led LedOrFeeOff?
