run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23101043 EN023_r02c02_Dep00Ch00_F20/0/00/3    61.85     0.71    1032.31     0.71    21.64  -0.0275   0   Good 
23101043 EN024_r02c03_Dep00Ch01_F20/0/01/2    43.09     0.71    1003.05     0.70    21.20  -0.0287   0   Good 
23101043 EN025_r02c04_Dep00Ch02_F20/0/01/3    63.02     0.67    1154.64     0.81    23.58  -0.0229   0   Good 
23101043 EN026_r02c05_Dep00Ch03_F20/0/02/2    48.74     0.70    1234.69     0.85    24.14  -0.0209   0   Good 
23101043 EN045_r03c02_Dep00Ch04_F00/0/00/1    98.06     0.71     994.28     0.71    21.35  -0.0288   0   Good 
23101043 EN046_r03c03_Dep00Ch05_F00/0/01/0    56.09     0.70    1104.34     0.71    21.55  -0.0258   0   Good 
23101043 EN047_r03c04_Dep00Ch06_F00/0/01/1    63.59     0.70    1067.83     0.70    21.76  -0.0264   0   Good 
23101043 EN048_r03c05_Dep00Ch07_F00/0/02/0    70.15     0.70    1151.62     0.90    23.61  -0.0229   0   Good 
23101043 EN067_r04c02_Dep00Ch08_F00/0/00/3    92.52     0.69     982.62     0.68    20.91  -0.0296   0   Good 
23101043 EN068_r04c03_Dep00Ch09_F00/0/01/2    71.09     0.70    1170.80     0.82    23.35  -0.0228   0   Good 
23101043 EN069_r04c04_Dep00Ch10_F00/0/01/3    59.48     0.68    1335.89     0.88    24.74  -0.0189   0   Good 
23101043 EN070_r04c05_Dep00Ch11_F00/0/02/2    87.55     0.73    1162.53     0.78    23.38  -0.0229   0   Good 
23101043 EN089_r05c02_Dep00Ch12_F01/0/00/1    65.59     0.76    1250.85     0.78    24.49  -0.0204   0   Good 
23101043 EN090_r05c03_Dep00Ch13_F01/0/01/0    60.08     0.75     918.22     0.70    20.31  -0.0323   0   Good 
23101043 EN091_r05c04_Dep00Ch14_F01/0/01/1    64.79     0.72    1058.15     0.68    20.28  -0.0281   0   Good 
23101043 EN092_r05c05_Dep00Ch15_F01/0/02/0    60.15     0.73    1154.49     0.84    23.40  -0.0230   0   Good 
23101043 EN111_r06c02_Dep00Ch16_F01/0/00/3    88.89     0.72    1204.98     1.01    27.37  -0.0188   0   Good 
23101043 EN112_r06c03_Dep00Ch17_F01/0/01/2    54.50     0.74     958.23     0.78    21.34  -0.0299   0   Good 
23101043 EN113_r06c04_Dep00Ch18_F01/0/01/3    83.81     0.72     938.83     0.73    21.27  -0.0306   0   Good 
23101043 EN114_r06c05_Dep00Ch19_F01/0/02/2    50.55     0.74    1208.29     0.83    24.19  -0.0214   0   Good 
23101043 EN133_r07c02_Dep00Ch20_F22/0/00/1    55.73     0.71     977.31     0.85    22.79  -0.0278   0   Good 
23101043 EN134_r07c03_Dep00Ch21_F22/0/01/0    82.74     0.74     748.17     0.61    18.62  -0.0419   0   Good 
23101043 EN135_r07c04_Dep00Ch22_F22/0/01/1    63.26     0.69     871.61     0.62    19.08  -0.0355   0   Good 
23101043 EN136_r07c05_Dep00Ch23_F22/0/02/0    55.87     0.73    1010.51     0.71    21.91  -0.0278   0   Good 
23101043 EN155_r08c02_Dep00Ch24_F22/0/00/3    73.05     0.71     799.54     0.67    18.54  -0.0394   0   Good 
23101043 EN156_r08c03_Dep00Ch25_F22/0/01/2    66.81     0.74     742.66     0.62    18.10  -0.0430   0   Good 
23101043 EN157_r08c04_Dep00Ch26_F22/0/01/3    62.99     0.74     815.72     0.57    17.77  -0.0395   0   Good 
23101043 EN158_r08c05_Dep00Ch27_F22/0/02/2    44.16     0.73    1054.36     0.67    20.62  -0.0279   0   Good 
23101043 EN177_r09c02_Dep00Ch28_F05/0/00/1    88.12     0.75     675.37     0.55    16.45  -0.0497   0   Good 
23101043 EN178_r09c03_Dep00Ch29_F05/0/01/0    64.42     0.77     828.10     0.58    17.88  -0.0388   0   Good 
23101043 EN179_r09c04_Dep00Ch30_F05/0/01/1    94.76     0.76    1021.44     0.65    19.33  -0.0300   0   Good 
23101043 EN180_r09c05_Dep00Ch31_F05/0/02/0    78.22     0.75    1012.70     0.61    19.29  -0.0303   0   Good 
23101043 EN027_r02c06_Dep01Ch00_F20/0/02/3    85.56     0.66     952.29     0.77    22.58  -0.0288   0   Good 
23101043 EN028_r02c07_Dep01Ch01_F20/0/03/2    72.89     0.68     809.76     0.66    19.82  -0.0373   0   Good 
23101043 EN029_r02c08_Dep01Ch02_F20/0/03/3    94.85     0.68     898.38     0.64    19.74  -0.0337   0   Good 
23101043 EN030_r02c09_Dep01Ch03_F20/0/04/2    52.42     0.66    1011.87     0.78    21.19  -0.0285   0   Good 
23101043 EN049_r03c06_Dep01Ch04_F00/0/02/1    57.05     0.68    1159.78     1.03    26.22  -0.0205   0   Good 
23101043 EN050_r03c07_Dep01Ch05_F00/0/03/0    96.57     0.67     824.16     0.71    20.82  -0.0354   0   Good 
23101043 EN051_r03c08_Dep01Ch06_F00/0/03/1    74.09     0.68     875.86     0.67    20.37  -0.0338   0   Good 
23101043 EN052_r03c09_Dep01Ch07_F00/0/04/0    81.41     0.64     958.35     0.71    20.95  -0.0303   0   Good 
23101043 EN071_r04c06_Dep01Ch08_F00/0/02/3   118.43     0.60    1034.37     0.80    22.26  -0.0268   0   Good 
23101043 EN072_r04c07_Dep01Ch09_F00/0/03/2    96.62     0.66     901.71     0.71    21.24  -0.0319   0   Good 
23101043 EN073_r04c08_Dep01Ch10_F00/0/03/3    75.45     0.66     953.92     0.69    20.71  -0.0307   0   Good 
23101043 EN074_r04c09_Dep01Ch11_F00/0/04/2    74.19     0.69     915.02     0.69    20.44  -0.0323   0   Good 
23101043 EN093_r05c06_Dep01Ch12_F01/0/02/1    65.35     0.70    1092.53     0.88    25.73  -0.0222   0   Good 
23101043 EN094_r05c07_Dep01Ch13_F01/0/03/0    81.36     0.70     670.02     0.60    17.58  -0.0484   0   Good 
23101043 EN095_r05c08_Dep01Ch14_F01/0/03/1    66.41     0.66     754.47     0.59    18.04  -0.0424   0   Good 
23101043 EN096_r05c09_Dep01Ch15_F01/0/04/0    74.97     0.68     962.54     0.70    21.60  -0.0295   0   Good 
23101043 EN115_r06c06_Dep01Ch16_F01/0/02/3    84.45     0.65    1051.15     0.76    23.19  -0.0255   0   Good 
23101043 EN116_r06c07_Dep01Ch17_F01/0/03/2    58.21     0.74     751.55     0.63    18.64  -0.0417   0   Good 
23101043 EN117_r06c08_Dep01Ch18_F01/0/03/3    80.92     0.67     929.77     0.76    21.21  -0.0310   0   Good 
23101043 EN118_r06c09_Dep01Ch19_F01/0/04/2    42.20     0.69    1026.38     0.79    22.51  -0.0268   0   Good 
23101043 EN137_r07c06_Dep01Ch20_F22/0/02/1    73.59     0.71    1022.95     0.96    23.46  -0.0259   0   Good 
23101043 EN138_r07c07_Dep01Ch21_F22/0/03/0    77.72     0.69    1048.85     0.71    21.25  -0.0274   0   Good 
23101043 EN139_r07c08_Dep01Ch22_F22/0/03/1    56.83     0.71    1349.75     0.88    26.24  -0.0176   0   Good 
