run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
22327014 EN023_r02c02_Dep00Ch00_F20/0/00/3    51.32     0.65    1260.19     1.26    40.42  -0.0076   0   Good 
22327014 EN024_r02c03_Dep00Ch01_F20/0/01/2    32.61     0.65    1220.61     1.28    40.94  -0.0074   0   Good 
22327014 EN025_r02c04_Dep00Ch02_F20/0/01/3    52.49     0.66    1389.51     1.30    41.67  -0.0060   0   Good 
22327014 EN026_r02c05_Dep00Ch03_F20/0/02/2    38.88     0.67    1513.91     1.39    44.78  -0.0034   0   Good 
22327014 EN045_r03c02_Dep00Ch04_F00/0/00/1    87.57     0.65    1221.31     1.29    41.51  -0.0069   0   Good 
22327014 EN046_r03c03_Dep00Ch05_F00/0/01/0    46.54     0.66    1369.32     1.35    43.23  -0.0049   0   Good 
22327014 EN047_r03c04_Dep00Ch06_F00/0/01/1    53.64     0.64    1346.95     1.32    41.12  -0.0066   0   Good 
22327014 EN048_r03c05_Dep00Ch07_F00/0/02/0    61.30     0.66    1420.22     1.42    44.19  -0.0041   0   Good 
22327014 EN067_r04c02_Dep00Ch08_F00/0/00/3    80.38     0.58    1226.33     1.29    40.18  -0.0080   0   Good 
22327014 EN068_r04c03_Dep00Ch09_F00/0/01/2    60.52     0.65    1446.90     1.47    45.69  -0.0030   0   Good 
22327014 EN069_r04c04_Dep00Ch10_F00/0/01/3    49.60     0.65    1665.29     1.53    49.89  -0.0001   0   Good 
22327014 EN070_r04c05_Dep00Ch11_F00/0/02/2    77.18     0.66    1432.72     1.37    44.41  -0.0039   0   Good 
22327014 EN089_r05c02_Dep00Ch12_F01/0/00/1    53.05     0.66    1544.53     1.43    46.61  -0.0022   0   Good 
22327014 EN090_r05c03_Dep00Ch13_F01/0/01/0    48.73     0.67    1112.51     1.21    38.77  -0.0101   0   Good 
22327014 EN091_r05c04_Dep00Ch14_F01/0/01/1    54.99     0.67    1283.16     1.23    39.35  -0.0083   0   Good 
22327014 EN092_r05c05_Dep00Ch15_F01/0/02/0    50.05     0.66    1435.48     1.31    42.97  -0.0049   0   Good 
22327014 EN111_r06c02_Dep00Ch16_F01/0/00/3    77.87     0.66    1492.14     1.38    44.83  -0.0035   0   Good 
22327014 EN112_r06c03_Dep00Ch17_F01/0/01/2    44.76     0.63    1173.92     1.30    40.12  -0.0084   0   Good 
22327014 EN113_r06c04_Dep00Ch18_F01/0/01/3    73.22     0.65    1124.42     1.24    39.25  -0.0096   0   Good 
22327014 EN114_r06c05_Dep00Ch19_F01/0/02/2    41.14     0.68    1503.53     1.35    44.09  -0.0039   0   Good 
22327014 EN133_r07c02_Dep00Ch20_F22/0/00/1    44.30     0.66    1197.32     1.26    39.55  -0.0087   0   Good 
22327014 EN134_r07c03_Dep00Ch21_F22/0/01/0    71.52     0.66     924.19     1.09    34.26  -0.0170   0   Good 
22327014 EN135_r07c04_Dep00Ch22_F22/0/01/1    52.30     0.66    1049.81     1.13    35.98  -0.0134   0   Good 
22327014 EN136_r07c05_Dep00Ch23_F22/0/02/0    44.83     0.65    1223.37     1.21    39.01  -0.0090   0   Good 
22327014 EN155_r08c02_Dep00Ch24_F22/0/00/3    61.05     0.64     970.00     1.12    34.76  -0.0157   0   Good 
22327014 EN156_r08c03_Dep00Ch25_F22/0/01/2    54.04     0.65     898.64     1.10    34.60  -0.0171   0   Good 
22327014 EN157_r08c04_Dep00Ch26_F22/0/01/3    52.47     0.66     980.90     1.05    33.88  -0.0164   0   Good 
22327014 EN158_r08c05_Dep00Ch27_F22/0/02/2    33.59     0.68    1285.69     1.28    41.74  -0.0064   0   Good 
22327014 EN177_r09c02_Dep00Ch28_F05/0/00/1    76.43     0.66     838.42     0.98    31.69  -0.0218   0   Good 
22327014 EN178_r09c03_Dep00Ch29_F05/0/01/0    53.22     0.68     991.54     1.12    35.58  -0.0145   0   Good 
22327014 EN179_r09c04_Dep00Ch30_F05/0/01/1    83.97     0.66    1230.98     1.15    38.28  -0.0095   0   Good 
22327014 EN180_r09c05_Dep00Ch31_F05/0/02/0    67.25     0.66    1226.61     1.20    38.80  -0.0091   0   Good 
22327014 EN027_r02c06_Dep01Ch00_F20/0/02/3    76.10     0.63    1184.29     1.24    39.99  -0.0085   0   Good 
22327014 EN028_r02c07_Dep01Ch01_F20/0/03/2    62.92     0.64     978.94     1.19    36.12  -0.0142   0   Good 
22327014 EN029_r02c08_Dep01Ch02_F20/0/03/3    85.46     0.64    1091.25     1.15    37.02  -0.0119   0   Good 
22327014 EN030_r02c09_Dep01Ch03_F20/0/04/2    43.72     0.64    1206.15     1.24    39.41  -0.0088   0   Good 
22327014 EN049_r03c06_Dep01Ch04_F00/0/02/1    45.58     0.66    1469.54     1.46    45.11  -0.0033   0   Good 
22327014 EN050_r03c07_Dep01Ch05_F00/0/03/0    86.65     0.63    1024.92     1.22    37.80  -0.0119   0   Good 
22327014 EN051_r03c08_Dep01Ch06_F00/0/03/1    64.13     0.64    1111.77     1.26    40.20  -0.0088   0   Good 
22327014 EN052_r03c09_Dep01Ch07_F00/0/04/0    72.36     0.64    1163.07     1.26    39.46  -0.0091   0   Good 
22327014 EN071_r04c06_Dep01Ch08_F00/0/02/3   107.36     0.62    1285.16     1.31    42.93  -0.0055   0   Good 
22327014 EN072_r04c07_Dep01Ch09_F00/0/03/2    86.86     0.63    1105.84     1.23    39.49  -0.0095   0   Good 
22327014 EN073_r04c08_Dep01Ch10_F00/0/03/3    65.80     0.63    1174.49     1.22    39.21  -0.0092   0   Good 
22327014 EN074_r04c09_Dep01Ch11_F00/0/04/2    62.30     0.65    1104.31     1.18    39.06  -0.0099   0   Good 
22327014 EN093_r05c06_Dep01Ch12_F01/0/02/1    54.37     0.64    1393.25     1.45    45.29  -0.0034   0   Good 
22327014 EN094_r05c07_Dep01Ch13_F01/0/03/0    71.13     0.61     857.87     1.06    33.53  -0.0192   0   Good 
22327014 EN095_r05c08_Dep01Ch14_F01/0/03/1    56.65     0.65     920.66     1.07    34.81  -0.0165   0   Good 
22327014 EN096_r05c09_Dep01Ch15_F01/0/04/0    65.19     0.63    1168.48     1.23    39.14  -0.0093   0   Good 
22327014 EN115_r06c06_Dep01Ch16_F01/0/02/3    73.31     0.64    1330.41     1.33    42.90  -0.0053   0   Good 
22327014 EN116_r06c07_Dep01Ch17_F01/0/03/2    47.28     0.65     927.83     1.05    33.66  -0.0176   0   Good 
22327014 EN117_r06c08_Dep01Ch18_F01/0/03/3    69.17     0.61    1155.78     1.18    38.22  -0.0102   0   Good 
22327014 EN118_r06c09_Dep01Ch19_F01/0/04/2    32.78     0.66    1236.20     1.25    40.03  -0.0081   0   Good 
22327014 EN137_r07c06_Dep01Ch20_F22/0/02/1    62.81     0.64    1260.93     1.30    42.91  -0.0056   0   Good 
22327014 EN138_r07c07_Dep01Ch21_F22/0/03/0    66.90     0.64    1299.12     1.31    41.87  -0.0063   0   Good 
22327014 EN139_r07c08_Dep01Ch22_F22/0/03/1    45.99     0.64    1659.85     1.50    47.60  -0.0014   0   Good 
22327014 EN140_r07c09_Dep01Ch23_F22/0/04/0   111.05     0.67    1277.94     1.31    41.62  -0.0066   0   Good 
22327014 EN159_r08c06_Dep01Ch24_F22/0/02/3    91.12     0.64    1479.31     1.40    43.87  -0.0041   0   Good 
22327014 EN160_r08c07_Dep01Ch25_F22/0/03/2    95.83     0.65    1316.86     1.19    38.65  -0.0086   0   Good 
22327014 EN161_r08c08_Dep01Ch26_F22/0/03/3    98.09     0.64    1608.80     1.32    42.90  -0.0044   0   Good 
22327014 EN162_r08c09_Dep01Ch27_F22/0/04/2    40.45     0.73    1225.07     1.25    40.03  -0.0081   0   Good 
22327014 EN181_r09c06_Dep01Ch28_F05/0/02/1    58.92     0.65    1466.55     1.30    42.64  -0.0050   0   Good 
22327014 EN182_r09c07_Dep01Ch29_F05/0/03/0    81.01     0.67    1584.43     1.35    44.65  -0.0034   0   Good 
22327014 EN183_r09c08_Dep01Ch30_F05/0/03/1    69.86     0.66    1619.37     1.46    46.73  -0.0020   0   Good 
22327014 EN184_r09c09_Dep01Ch31_F05/0/04/0    30.59     0.69    1289.51     1.29    41.61  -0.0065   0   Good 
22327014 EN031_r02c10_Dep02Ch00_F20/0/04/3    82.48     0.59    1064.96     1.18    36.60  -0.0126   0   Good 
22327014 EN032_r02c11_Dep02Ch01_F20/0/05/2    18.52     0.62     839.96     1.00    32.09  -0.0213   0   Good 
22327014 EN033_r02c12_Dep02Ch02_F20/0/05/3    95.27     0.56     825.98     0.98    31.40  -0.0225   0   Good 
22327014 EN034_r02c13_Dep02Ch03_F20/0/06/2    92.64     0.63     823.05     0.97    30.71  -0.0234   0   Good 
22327014 EN053_r03c10_Dep02Ch04_F00/0/04/1    66.17     0.62    1005.74     1.13    36.02  -0.0139   0   Good 
22327014 EN054_r03c11_Dep02Ch05_F00/0/05/0    57.69     0.62     995.38     1.10    34.95  -0.0151   0   Good 
22327014 EN055_r03c12_Dep02Ch06_F00/0/05/1    65.82     0.62     928.87     1.04    33.60  -0.0177   0   Good 
22327014 EN056_r03c13_Dep02Ch07_F00/0/06/0    84.57     0.62    1479.62     1.36    44.71  -0.0036   0   Good 
22327014 EN075_r04c10_Dep02Ch08_F00/0/04/3    73.93     0.62    1175.59     1.25    39.25  -0.0091   0   Good 
22327014 EN076_r04c11_Dep02Ch09_F00/0/05/2    40.98     0.62     923.73     1.05    33.91  -0.0174   0   Good 
22327014 EN077_r04c12_Dep02Ch10_F00/0/05/3    45.84     0.63    1119.52     1.17    37.82  -0.0109   0   Good 
22327014 EN078_r04c13_Dep02Ch11_F00/0/06/2    29.62     0.60    1197.63     1.24    40.25  -0.0081   0   Good 
22327014 EN097_r05c10_Dep02Ch12_F01/0/04/1    42.73     0.62    1004.77     1.12    36.50  -0.0134   0   Good 
22327014 EN098_r05c11_Dep02Ch13_F01/0/05/0    57.48     0.65     918.42     1.08    34.03  -0.0174   0   Good 
22327014 EN099_r05c12_Dep02Ch14_F01/0/05/1    49.37     0.65     834.14     0.97    31.33  -0.0224   0   Good 
22327014 EN100_r05c13_Dep02Ch15_F01/0/06/0    74.97     0.63    1016.46     1.08    34.91  -0.0148   0   Good 
22327014 EN119_r06c10_Dep02Ch16_F01/0/04/3    75.48     0.60    1218.01     1.23    40.92  -0.0075   0   Good 
22327014 EN120_r06c11_Dep02Ch17_F01/0/05/2    55.18     0.63    1061.34     1.10    35.41  -0.0137   0   Good 
22327014 EN121_r06c12_Dep02Ch18_F01/0/05/3    61.14     0.64     839.68     1.06    33.26  -0.0199   0   Good 
22327014 EN122_r06c13_Dep02Ch19_F01/0/06/2    45.05     0.66    1165.19     1.22    38.89  -0.0095   0   Good 
22327014 EN141_r07c10_Dep02Ch20_F22/0/04/1    34.48     0.65    1362.83     1.36    43.91  -0.0045   0   Good 
22327014 EN142_r07c11_Dep02Ch21_F22/0/05/0    67.82     0.61     990.74     1.17    36.90  -0.0132   0   Good 
22327014 EN143_r07c12_Dep02Ch22_F22/0/05/1    39.17     0.64     728.55     0.94    29.44  -0.0282   0   Good 
22327014 EN144_r07c13_Dep02Ch23_F22/0/06/0    66.79     0.63     968.77     1.12    35.05  -0.0154   0   Good 
22327014 EN163_r08c10_Dep02Ch24_F22/0/04/3    47.98     0.64    1077.67     1.18    37.18  -0.0119   0   Good 
22327014 EN164_r08c11_Dep02Ch25_F22/0/05/2    49.51     0.62     948.92     1.08    34.58  -0.0162   0   Good 
22327014 EN165_r08c12_Dep02Ch26_F22/0/05/3    54.45     0.62     797.11     0.98    31.18  -0.0236   0   Good 
22327014 EN166_r08c13_Dep02Ch27_F22/0/06/2    41.57     0.64     943.01     1.09    34.98  -0.0159   0   Good 
