run      name                                   ped   pedrms        led   lederr   ledrms  rms/led   flags
23014054 EN023_r02c02_Dep00Ch00_F20/0/00/3    57.57     0.59    1015.34     0.70    20.74  -0.0288   0   Good 
23014054 EN024_r02c03_Dep00Ch01_F20/0/01/2    38.30     0.64     999.43     0.69    20.94  -0.0291   0   Good 
23014054 EN025_r02c04_Dep00Ch02_F20/0/01/3    58.70     0.63    1134.14     0.75    22.38  -0.0243   0   Good 
23014054 EN026_r02c05_Dep00Ch03_F20/0/02/2    44.65     0.66    1233.14     0.78    23.65  -0.0214   0   Good 
23014054 EN045_r03c02_Dep00Ch04_F00/0/00/1    92.89     0.65     969.28     0.69    19.99  -0.0310   0   Good 
23014054 EN046_r03c03_Dep00Ch05_F00/0/01/0    52.23     0.65    1084.72     0.69    20.43  -0.0273   0   Good 
23014054 EN047_r03c04_Dep00Ch06_F00/0/01/1    59.88     0.67    1046.25     0.70    21.17  -0.0276   0   Good 
23014054 EN048_r03c05_Dep00Ch07_F00/0/02/0    66.78     0.57    1124.85     0.76    23.12  -0.0239   0   Good 
23014054 EN067_r04c02_Dep00Ch08_F00/0/00/3    89.10     0.63     966.88     0.65    20.71  -0.0303   0   Good 
23014054 EN068_r04c03_Dep00Ch09_F00/0/01/2    66.43     0.65    1144.73     0.76    22.47  -0.0240   0   Good 
23014054 EN069_r04c04_Dep00Ch10_F00/0/01/3    55.34     0.63    1307.72     0.98    24.45  -0.0195   0   Good 
23014054 EN070_r04c05_Dep00Ch11_F00/0/02/2    83.37     0.67    1129.45     0.78    23.22  -0.0237   0   Good 
23014054 EN089_r05c02_Dep00Ch12_F01/0/00/1    59.26     0.66    1224.64     0.78    23.47  -0.0217   0   Good 
23014054 EN090_r05c03_Dep00Ch13_F01/0/01/0    55.04     0.65     898.17     0.68    20.44  -0.0329   0   Good 
23014054 EN091_r05c04_Dep00Ch14_F01/0/01/1    60.73     0.72    1041.53     0.68    20.52  -0.0283   0   Good 
23014054 EN092_r05c05_Dep00Ch15_F01/0/02/0    55.13     0.64    1135.28     0.78    22.75  -0.0240   0   Good 
23014054 EN111_r06c02_Dep00Ch16_F01/0/00/3    83.53     0.67    1176.87     0.87    25.57  -0.0208   0   Good 
23014054 EN112_r06c03_Dep00Ch17_F01/0/01/2    50.47     0.64     943.29     0.69    20.41  -0.0314   0   Good 
23014054 EN113_r06c04_Dep00Ch18_F01/0/01/3    78.02     0.68     905.86     0.70    19.46  -0.0337   0   Good 
23014054 EN114_r06c05_Dep00Ch19_F01/0/02/2    46.05     0.63    1190.31     0.87    24.22  -0.0217   0   Good 
23014054 EN133_r07c02_Dep00Ch20_F22/0/00/1    49.98     0.67     941.87     0.80    21.65  -0.0301   0   Good 
23014054 EN134_r07c03_Dep00Ch21_F22/0/01/0    77.45     0.66     733.57     0.59    17.40  -0.0444   0   Good 
23014054 EN135_r07c04_Dep00Ch22_F22/0/01/1    57.89     0.65     838.78     0.68    19.52  -0.0363   0   Good 
23014054 EN136_r07c05_Dep00Ch23_F22/0/02/0    50.30     0.65     975.83     0.73    21.25  -0.0295   0   Good 
23014054 EN155_r08c02_Dep00Ch24_F22/0/00/3    66.87     0.64     769.13     0.61    18.23  -0.0413   0   Good 
23014054 EN156_r08c03_Dep00Ch25_F22/0/01/2    60.48     0.65     710.24     0.58    17.62  -0.0456   0   Good 
23014054 EN157_r08c04_Dep00Ch26_F22/0/01/3    57.74     0.65     789.19     0.60    17.20  -0.0416   0   Good 
23014054 EN158_r08c05_Dep00Ch27_F22/0/02/2    39.15     0.68    1034.02     0.64    19.29  -0.0297   0   Good 
23014054 EN177_r09c02_Dep00Ch28_F05/0/00/1    81.79     0.67     658.15     0.50    15.32  -0.0527   0   Good 
23014054 EN178_r09c03_Dep00Ch29_F05/0/01/0    58.05     0.68     805.38     0.64    17.79  -0.0400   0   Good 
23014054 EN179_r09c04_Dep00Ch30_F05/0/01/1    87.74     0.66     985.01     0.61    17.86  -0.0326   0   Good 
23014054 EN180_r09c05_Dep00Ch31_F05/0/02/0    71.61     0.67     991.99     0.61    18.81  -0.0314   0   Good 
23014054 EN027_r02c06_Dep01Ch00_F20/0/02/3    80.96     0.65     950.68     0.78    22.51  -0.0289   0   Good 
23014054 EN028_r02c07_Dep01Ch01_F20/0/03/2    68.87     0.66     790.05     0.63    18.48  -0.0399   0   Good 
23014054 EN029_r02c08_Dep01Ch02_F20/0/03/3    90.86     0.63     892.83     0.66    19.18  -0.0345   0   Good 
23014054 EN030_r02c09_Dep01Ch03_F20/0/04/2    48.12     0.65    1006.67     0.75    21.13  -0.0287   0   Good 
23014054 EN049_r03c06_Dep01Ch04_F00/0/02/1    50.41     0.63    1139.92     0.90    25.60  -0.0214   0   Good 
23014054 EN050_r03c07_Dep01Ch05_F00/0/03/0    92.23     0.61     820.23     0.72    20.38  -0.0361   0   Good 
23014054 EN051_r03c08_Dep01Ch06_F00/0/03/1    69.87     0.63     880.70     0.70    20.14  -0.0339   0   Good 
23014054 EN052_r03c09_Dep01Ch07_F00/0/04/0    77.02     0.65     949.33     0.73    20.25  -0.0313   0   Good 
23014054 EN071_r04c06_Dep01Ch08_F00/0/02/3   116.85     0.62    1001.49     0.79    22.09  -0.0279   0   Good 
23014054 EN072_r04c07_Dep01Ch09_F00/0/03/2    92.79     0.62     884.13     0.79    21.51  -0.0322   0   Good 
23014054 EN073_r04c08_Dep01Ch10_F00/0/03/3    71.33     0.63     938.77     0.74    22.04  -0.0298   0   Good 
23014054 EN074_r04c09_Dep01Ch11_F00/0/04/2    68.45     0.64     902.76     0.70    20.53  -0.0326   0   Good 
23014054 EN093_r05c06_Dep01Ch12_F01/0/02/1    60.87     0.64    1062.63     0.94    24.69  -0.0238   0   Good 
23014054 EN094_r05c07_Dep01Ch13_F01/0/03/0    77.06     0.64     666.49     0.59    17.24  -0.0492   0   Good 
23014054 EN095_r05c08_Dep01Ch14_F01/0/03/1    61.81     0.66     734.42     0.58    17.86  -0.0438   0   Good 
